iter	RMSE
243	54.82614739
244	54.79987354
245	54.76044867
246	54.7092386
247	54.62829502
248	54.59312224
249	54.48821129
250	54.37790856
251	54.21535999
252	54.12549651
253	53.98258419
254	53.93524429
255	53.87104443
256	53.76365301
257	53.69729766
258	53.56451574
259	53.48674288
260	53.40613091
261	53.36654497
262	53.29524702
263	53.20371638
264	53.10187141
265	52.99314374
266	52.86433329
267	52.7741642
268	52.68002061
269	52.61408021
270	52.43324182
271	52.34067003
272	52.25782638
273	52.17567622
274	52.12009236
275	52.01316151
276	51.96950455
277	51.90055979
278	51.79796812
279	51.74571737
280	51.71024598
281	51.62287629
282	51.50306568
283	51.42933968
284	51.36509017
285	51.24924218
286	51.21633137
287	51.13565813
288	51.10239667
289	50.9906639
290	50.92076559
291	50.77096505
292	50.71105668
293	50.66827867
294	50.56489135
295	50.50517066
296	50.42535324
297	50.39374989
298	50.3288366
299	50.25101171
300	50.17216904
301	50.09618437
302	50.04475059
303	49.98224597
304	49.90539139
305	49.83796246
306	49.80463602
307	49.73782018
308	49.64545544
309	49.55529129
310	49.49925603
311	49.43096934
312	49.36663473
313	49.31002927
314	49.2895647
315	49.22472425
316	49.15436956
317	49.07994862
318	48.97460616
319	48.88104088
320	48.8271481
321	48.76605127
322	48.71308365
323	48.68816091
324	48.66126791
325	48.60306383
326	48.56072495
327	48.52451768
328	48.48652329
329	48.45854293
330	48.34508874
331	48.31108671
332	48.24099759
333	48.1575006
334	48.10819416
335	48.02513717
336	47.96589759
337	47.91827795
338	47.84779494
339	47.77487636
340	47.74109966
341	47.67940262
342	47.60587181
343	47.56041164
344	47.51876981
345	47.44441869
346	47.39011211
347	47.27588868
348	47.22528553
349	47.18153953
350	47.06141967
351	46.97889451
352	46.92003671
353	46.89320529
354	46.79364123
355	46.76318824
356	46.71824889
357	46.66657406
358	46.61603248
359	46.55176542
360	46.51717819
361	46.47431909
362	46.41408029
363	46.33686018
364	46.30075319
365	46.20652526
366	46.14638514
367	46.12756838
368	46.08741783
369	46.01404319
370	45.96402154
371	45.86935491
372	45.78282556
373	45.69839891
374	45.57818178
375	45.53220643
376	45.46588355
377	45.40692155
378	45.36000045
379	45.33110136
380	45.2416289
381	45.18263604
382	45.07859613
383	45.01610197
384	44.96080286
385	44.91860335
386	44.8123421
387	44.77820389
388	44.74833547
389	44.70620205
390	44.68184116
391	44.65287829
392	44.61798816
393	44.5371194
394	44.38920371
395	44.37168185
396	44.32155345
397	44.2695738
398	44.21939253
399	44.15603584
400	44.10498335
401	44.0635198
402	44.02602196
403	43.97284657
404	43.92864532
405	43.90954787
406	43.85160719
407	43.76265761
408	43.72355036
409	43.66553271
410	43.64583783
411	43.61238606
412	43.58684009
413	43.50941316
414	43.46292673
415	43.3615518
416	43.30646183
417	43.23635843
418	43.18381145
419	43.12062956
420	43.06633157
421	43.0079555
422	42.95518194
423	42.92397562
424	42.85198544
425	42.71682763
426	42.67955715
427	42.64895944
428	42.59967267
429	42.53655876
430	42.48030445
431	42.44924959
432	42.42714162
433	42.39556387
434	42.33788156
435	42.28098424
436	42.25366186
437	42.20177447
438	42.17932672
439	42.10857466
440	42.0595547
441	42.0032674
442	41.91643525
443	41.86896006
444	41.81854321
445	41.7543966
446	41.70218008
447	41.66721101
448	41.62608542
449	41.5324108
450	41.49652197
451	41.45430527
452	41.41809316
453	41.34861254
454	41.27901904
455	41.22613498
456	41.15770879
457	41.11796349
458	41.06004907
459	41.02318271
460	40.98969639
461	40.90665912
462	40.87005049
463	40.83047823
464	40.79003024
465	40.74658727
466	40.68963832
467	40.6481396
468	40.59201366
469	40.55888421
470	40.53113274
471	40.44651879
472	40.39657594
473	40.35318459
474	40.32736352
475	40.26554993
476	40.184484
477	40.14574921
478	40.08138821
479	40.03770351
480	40.01506629
481	39.95188665
482	39.87162048
483	39.83424726
484	39.77525255
485	39.72985909
486	39.69050212
487	39.64110053
488	39.59202348
489	39.50743956
490	39.47849216
491	39.42169461
492	39.37883656
493	39.292125
494	39.25054301
495	39.20595326
496	39.17113277
497	39.14745713
498	39.08777547
499	39.05404482
500	39.00183582
501	38.95222686
502	38.90183565
503	38.87126076
504	38.83392813
505	38.81625645
506	38.76493781
507	38.72875742
508	38.70855198
509	38.67679347
510	38.6434799
511	38.52376925
512	38.48329369
513	38.45597846
514	38.40461055
515	38.38115471
516	38.35016937
517	38.23058035
518	38.18066924
519	38.06524592
520	38.01948246
521	37.97311853
522	37.93633403
523	37.86638468
524	37.84627422
525	37.77825506
526	37.73830425
527	37.71053353
528	37.64488607
529	37.59331493
530	37.56486171
531	37.52099032
532	37.46499288
533	37.39994476
534	37.33891251
535	37.29762233
536	37.2571177
537	37.20576251
538	37.1928177
539	37.12178611
540	37.07637556
541	37.00798201
542	36.9873598
543	36.93825131
544	36.88847863
545	36.85980438
546	36.82807952
547	36.76608073
548	36.70785018
549	36.6308637
550	36.58798143
551	36.51904963
552	36.4999748
553	36.46367428
554	36.41429652
555	36.38349069
556	36.30376408
557	36.25807666
558	36.23552073
559	36.19730022
560	36.13638167
561	36.11261053
562	36.0733105
563	36.05670417
564	35.99505195
565	35.96522324
566	35.93110996
567	35.8921266
568	35.82403709
569	35.78058675
570	35.70832066
571	35.66995969
572	35.62858355
573	35.59673981
574	35.54972652
575	35.5226956
576	35.46590227
577	35.42782667
578	35.38542759
579	35.321554
580	35.29211064
581	35.24927866
582	35.21489486
583	35.17901235
584	35.13173767
585	35.08327278
586	35.02993034
587	34.9384361
588	34.90545537
589	34.86672333
590	34.81755434
591	34.79707647
592	34.75566709
593	34.6975328
594	34.67271322
595	34.64707159
596	34.60721227
597	34.57253823
598	34.53958137
599	34.50940239
600	34.49276191
601	34.4731263
602	34.42027648
603	34.37177265
604	34.35440673
605	34.31059866
606	34.27878251
607	34.25613387
608	34.20502687
609	34.16127007
610	34.1445925
611	34.10524302
612	34.04618177
613	34.01081213
614	33.97961991
615	33.96129991
616	33.93523555
617	33.90292612
618	33.85120429
619	33.83245837
620	33.80281465
621	33.77749828
622	33.75129251
623	33.69078106
624	33.66107835
625	33.62645994
626	33.58444931
627	33.56397706
628	33.53300496
629	33.51478004
630	33.48989383
631	33.4800309
632	33.45523159
633	33.43485845
634	33.40453733
635	33.35778724
636	33.33485978
637	33.29483838
638	33.24421539
639	33.20213889
640	33.17206655
641	33.1325431
642	33.10419041
643	33.08495798
644	33.03505448
645	33.00827543
646	32.94640652
647	32.88008761
648	32.85981445
649	32.83868287
650	32.82298398
651	32.78049189
652	32.74515263
653	32.69136297
654	32.66111773
655	32.62704141
656	32.60405076
657	32.58605747
658	32.52181309
659	32.5046857
660	32.48509202
661	32.45473428
662	32.43216158
663	32.41293693
664	32.3894772
665	32.34936633
666	32.32040799
667	32.25115042
668	32.23211472
669	32.19797125
670	32.16661882
671	32.10889066
672	32.09023115
673	32.03908265
674	31.98519139
675	31.94929729
676	31.91179217
677	31.88594535
678	31.85237674
679	31.83196405
680	31.80321379
681	31.78016471
682	31.75091326
683	31.69112968
684	31.67342911
685	31.65044933
686	31.61411199
687	31.57838202
688	31.55781077
689	31.54623226
690	31.51725259
691	31.49580417
692	31.44854004
693	31.43022587
694	31.39273951
695	31.37417264
696	31.34293897
697	31.31843253
698	31.27832654
699	31.24611081
700	31.21520371
701	31.18254574
702	31.15887286
703	31.1433851
704	31.12441874
705	31.08708779
706	31.05737386
707	31.02660002
708	31.01585348
709	30.98501773
710	30.95756792
711	30.89813564
712	30.88698302
713	30.86668145
714	30.84554798
715	30.82626608
716	30.79321597
717	30.76850386
718	30.73126727
719	30.69885065
720	30.67573255
721	30.64120706
722	30.61770494
723	30.58478019
724	30.53836379
725	30.52219401
726	30.49085653
727	30.47455889
728	30.45828989
729	30.4268138
730	30.40345952
731	30.37973867
732	30.3512292
733	30.31815969
734	30.28764893
735	30.26503298
736	30.21656926
737	30.18978548
738	30.16327108
739	30.13357163
740	30.11586787
741	30.08607471
742	30.06332668
743	30.05119432
744	30.02803656
745	29.9904513
746	29.95732212
747	29.91317041
748	29.89540842
749	29.87298858
750	29.85664405
751	29.80115827
752	29.75887903
753	29.73712638
754	29.71574973
755	29.67211938
756	29.63540569
757	29.61692246
758	29.5792484
759	29.54971047
760	29.51662684
761	29.50463314
762	29.48535452
763	29.46591353
764	29.44282343
765	29.39595012
766	29.35184982
767	29.30276225
768	29.28077056
769	29.24980254
770	29.2269988
771	29.19379686
772	29.16126892
773	29.1399272
774	29.11468954
775	29.0928646
776	29.04143346
777	29.00974269
778	28.97928304
779	28.96417582
780	28.95102834
781	28.93393897
782	28.91328524
783	28.88234273
784	28.86749827
785	28.83588375
786	28.80559985
787	28.76470555
788	28.74817431
789	28.71158247
790	28.68459726
791	28.67210314
792	28.64431767
793	28.62863483
794	28.59511804
795	28.5862458
796	28.55387437
797	28.53099022
798	28.51179063
799	28.5018649
800	28.46642509
801	28.43511284
802	28.40212202
803	28.37014677
804	28.32952371
805	28.29910061
806	28.26086361
807	28.21914245
808	28.21108927
809	28.1889125
810	28.17605369
811	28.14844122
812	28.11807453
813	28.08231355
814	28.0656147
815	28.01365976
816	27.98948368
817	27.95964441
818	27.94687472
819	27.93483584
820	27.90612465
821	27.89228285
822	27.87059302
823	27.84195317
824	27.81386393
825	27.79016078
826	27.75740965
827	27.74933731
828	27.736193
829	27.7073345
830	27.69037774
831	27.65956375
832	27.62152029
833	27.61218513
834	27.59603295
835	27.57694369
836	27.55294814
837	27.52967816
838	27.52029087
839	27.49515598
840	27.47390486
841	27.4612362
842	27.43062691
843	27.37801075
844	27.36597774
845	27.34839002
846	27.32665399
847	27.29516506
848	27.27586432
849	27.24734377
850	27.2371672
851	27.22835359
852	27.18709999
853	27.15347154
854	27.11889527
855	27.08754186
856	27.07521468
857	27.04936092
858	27.02218724
859	26.99212156
860	26.96360278
861	26.93494842
862	26.90897817
863	26.88288681
864	26.8548443
865	26.82315941
866	26.77668374
867	26.7604533
868	26.74537996
869	26.73365077
870	26.71413794
871	26.69780834
872	26.68180223
873	26.67026939
874	26.65673388
875	26.6349864
876	26.61005925
877	26.59713318
878	26.57576919
879	26.55569908
880	26.50861091
881	26.4709601
882	26.45163993
883	26.42762631
884	26.41014231
885	26.39477619
886	26.36014019
887	26.33933755
888	26.31182428
889	26.29383229
890	26.26843864
891	26.24669149
892	26.22378963
893	26.18811539
894	26.17435101
895	26.16849357
896	26.14877513
897	26.12011464
898	26.10489531
899	26.07078802
900	26.04569019
901	26.0309497
902	25.99407087
903	25.97912263
904	25.92978368
905	25.88049431
906	25.85989948
907	25.83621067
908	25.82937925
909	25.80348883
910	25.78662478
911	25.76717197
912	25.75109768
913	25.74020332
914	25.72809566
915	25.71725638
916	25.69177883
917	25.66812032
918	25.64426202
919	25.61828837
920	25.59506213
921	25.58612268
922	25.5679234
923	25.53811567
924	25.52191474
925	25.50721195
926	25.49342155
927	25.47034882
928	25.46162866
929	25.43179081
930	25.40536192
931	25.38753001
932	25.37318984
933	25.34841715
934	25.32254884
935	25.30516022
936	25.28220493
937	25.26754863
938	25.25267459
939	25.22606208
940	25.20359465
941	25.17636329
942	25.14147464
943	25.12463067
944	25.09552935
945	25.05691015
946	25.04006099
947	25.00148935
948	24.98447586
949	24.96513458
950	24.94231665
951	24.91868646
952	24.90319789
953	24.87548548
954	24.8621042
955	24.82789318
956	24.81708451
957	24.78977408
958	24.77840236
959	24.75989641
960	24.73727317
961	24.72341459
962	24.69943324
963	24.67960683
964	24.66243259
965	24.63773047
966	24.61744141
967	24.59437192
968	24.58935784
969	24.57448172
970	24.53775176
971	24.52605344
972	24.50219738
973	24.48344559
974	24.46581912
975	24.4487345
976	24.42456459
977	24.41078285
978	24.39804681
979	24.36500795
980	24.33437201
981	24.32513428
982	24.29068883
983	24.26986318
984	24.25169969
985	24.23779002
986	24.20882076
987	24.18629996
988	24.16716975
989	24.1510392
990	24.14112508
991	24.1030805
992	24.08129753
993	24.05519615
994	24.03562173
995	24.02376744
996	23.98923358
997	23.96869544
998	23.95394382
999	23.93091019
1000	23.91192801
1001	23.89265797
1002	23.88235123
1003	23.85783426
1004	23.84501204
1005	23.81559018
1006	23.79840826
1007	23.78336295
1008	23.77470872
1009	23.74064809
1010	23.71427575
1011	23.68647339
1012	23.67827463
1013	23.66037962
1014	23.64196939
1015	23.61850462
1016	23.60863288
1017	23.5915553
1018	23.57619009
1019	23.56080984
1020	23.54023035
1021	23.5219069
1022	23.48769458
1023	23.46130226
1024	23.43463525
1025	23.4191083
1026	23.40428709
1027	23.39132319
1028	23.37688215
1029	23.35620656
1030	23.34213178
1031	23.32394102
1032	23.30239749
1033	23.26675216
1034	23.2508265
1035	23.23111751
1036	23.21933206
1037	23.20583161
1038	23.18491494
1039	23.16639987
1040	23.14470892
1041	23.13577519
1042	23.10857845
1043	23.09089607
1044	23.06671303
1045	23.04292567
1046	23.02334592
1047	23.01404324
1048	22.99871082
1049	22.98597086
1050	22.97436936
1051	22.92980003
1052	22.89782672
1053	22.87960507
1054	22.8643401
1055	22.84143536
1056	22.81213699
1057	22.80438456
1058	22.78816527
1059	22.76188797
1060	22.73654657
1061	22.72228925
1062	22.71327492
1063	22.69296229
1064	22.67043163
1065	22.63833993
1066	22.6226901
1067	22.60153523
1068	22.58544595
1069	22.57115705
1070	22.54518391
1071	22.53021742
1072	22.5072202
1073	22.4773082
1074	22.4586078
1075	22.44432479
1076	22.42366466
1077	22.40913805
1078	22.39829979
1079	22.38423283
1080	22.3603106
1081	22.34106565
1082	22.31767959
1083	22.30423298
1084	22.29607483
1085	22.26974907
1086	22.26196171
1087	22.24443535
1088	22.22055568
1089	22.20551091
1090	22.18572382
1091	22.16743642
1092	22.15854589
1093	22.13082312
1094	22.1032046
1095	22.08842564
1096	22.07520432
1097	22.06670936
1098	22.05043343
1099	22.03842601
1100	22.01469192
1101	21.99153255
1102	21.97831417
1103	21.97167946
1104	21.95422817
1105	21.93621359
1106	21.92989727
1107	21.9086367
1108	21.89713746
1109	21.88624237
1110	21.86983242
1111	21.8590888
1112	21.83923838
1113	21.81448459
1114	21.79483996
1115	21.79044701
1116	21.77825085
1117	21.75236826
1118	21.7311671
1119	21.71588229
1120	21.69388522
1121	21.6646719
1122	21.64724696
1123	21.63409293
1124	21.62154832
1125	21.60029561
1126	21.57566851
1127	21.56798725
1128	21.54806898
1129	21.53635131
1130	21.52421596
1131	21.5080577
1132	21.49010736
1133	21.46696979
1134	21.45860486
1135	21.45012355
1136	21.43227468
1137	21.41985099
1138	21.4016591
1139	21.38852034
1140	21.36325556
1141	21.34781588
1142	21.3324124
1143	21.3167753
1144	21.30570632
1145	21.28827239
1146	21.25985359
1147	21.24480998
1148	21.23731584
1149	21.2282477
1150	21.19652853
1151	21.18978755
1152	21.17207853
1153	21.16714741
1154	21.1453154
1155	21.13766354
1156	21.12163601
1157	21.10734258
1158	21.07390199
1159	21.06522124
1160	21.05042344
1161	21.03758618
1162	21.02523183
1163	21.00695322
1164	20.98580863
1165	20.96535132
1166	20.95300099
1167	20.9416557
1168	20.9272772
1169	20.91333219
1170	20.89742291
1171	20.8812752
1172	20.86848112
1173	20.85854754
1174	20.84712535
1175	20.83637985
1176	20.82531854
1177	20.81152699
1178	20.79888999
1179	20.78280012
1180	20.76028703
1181	20.75100063
1182	20.74297189
1183	20.73237086
1184	20.71836028
1185	20.70275335
1186	20.68539269
1187	20.66740947
1188	20.66189143
1189	20.62921375
1190	20.6141111
1191	20.60210989
1192	20.58564128
1193	20.56888249
1194	20.56112497
1195	20.54733249
1196	20.52902948
1197	20.51464454
1198	20.50926553
1199	20.49945252
1200	20.49364923
1201	20.46784912
1202	20.45699409
1203	20.43108934
1204	20.41609987
1205	20.39564576
1206	20.39129072
1207	20.3808031
1208	20.37593534
1209	20.34783608
1210	20.33567075
1211	20.31274711
1212	20.29748324
1213	20.27353269
1214	20.25723084
1215	20.23884573
1216	20.22204459
1217	20.20718556
1218	20.19775704
1219	20.17856284
1220	20.1602473
1221	20.14423829
1222	20.11728774
1223	20.10501721
1224	20.09056078
1225	20.06811933
1226	20.03959892
1227	20.02882043
1228	20.00338695
1229	19.98741695
1230	19.97071398
1231	19.94974752
1232	19.93582652
1233	19.91599042
1234	19.9001626
1235	19.88604958
1236	19.87967726
1237	19.86416967
1238	19.85079269
1239	19.83111846
1240	19.81157546
1241	19.78852685
1242	19.76868007
1243	19.75012529
1244	19.74051344
1245	19.72690681
1246	19.70872881
1247	19.69593401
1248	19.68580973
1249	19.67412217
1250	19.65853401
1251	19.65260766
1252	19.63391427
1253	19.6178453
1254	19.6045175
1255	19.58845868
1256	19.57351708
1257	19.56009018
1258	19.55427437
1259	19.53464269
1260	19.5258114
1261	19.50339593
1262	19.49520875
1263	19.48429075
1264	19.47204746
1265	19.45340761
1266	19.4397048
1267	19.43203912
1268	19.41734004
1269	19.40540212
1270	19.39714148
1271	19.38611707
1272	19.37143902
1273	19.34835758
1274	19.34097836
1275	19.33505112
1276	19.31747575
1277	19.30717512
1278	19.29659563
1279	19.27699424
1280	19.26532482
1281	19.25483001
1282	19.24208444
1283	19.22190502
1284	19.21565373
1285	19.19977446
1286	19.18539946
1287	19.1765692
1288	19.15937636
1289	19.15345928
1290	19.13391246
1291	19.11979514
1292	19.09944517
1293	19.08663107
1294	19.07786296
1295	19.07334559
1296	19.06616212
1297	19.05795977
1298	19.05152183
1299	19.04185438
1300	19.02894829
1301	19.01341873
1302	19.0008769
1303	18.98536913
1304	18.97615765
1305	18.96763562
1306	18.95175574
1307	18.9408932
1308	18.9332534
1309	18.92243195
1310	18.91319089
1311	18.89797874
1312	18.87823869
1313	18.87414459
1314	18.86667329
1315	18.85849403
1316	18.84754991
1317	18.8366208
1318	18.825133
1319	18.81600807
1320	18.8068232
1321	18.80159122
1322	18.78540229
1323	18.7687445
1324	18.75409643
1325	18.73420749
1326	18.72469381
1327	18.71995083
1328	18.70310562
1329	18.69219466
1330	18.68394617
1331	18.66825673
1332	18.65331363
1333	18.63701152
1334	18.62138475
1335	18.60682141
1336	18.59190285
1337	18.58311048
1338	18.56803775
1339	18.55377825
1340	18.54354684
1341	18.52692559
1342	18.52014497
1343	18.49651896
1344	18.47834884
1345	18.46945785
1346	18.44958542
1347	18.44331649
1348	18.4315305
1349	18.40988724
1350	18.39427103
1351	18.3789551
1352	18.37016773
1353	18.36230674
1354	18.34924416
1355	18.33683473
1356	18.32010324
1357	18.31546984
1358	18.30788486
1359	18.30072195
1360	18.29268998
1361	18.28496948
1362	18.27088638
1363	18.25555387
1364	18.24324981
1365	18.22992833
1366	18.21091613
1367	18.20037014
1368	18.1892132
1369	18.1776043
1370	18.17274409
1371	18.16220089
1372	18.1549487
1373	18.1398983
1374	18.12585411
1375	18.11143283
1376	18.10171643
1377	18.08869928
1378	18.07623819
1379	18.06827543
1380	18.05513907
1381	18.03126923
1382	18.02077987
1383	18.00461723
1384	17.99201659
1385	17.97317575
1386	17.95491275
1387	17.94412239
1388	17.92976297
1389	17.92461105
1390	17.913137
1391	17.89856058
1392	17.89271491
1393	17.87818223
1394	17.86280184
1395	17.85087041
1396	17.84407679
1397	17.82975245
1398	17.82200368
1399	17.81196153
1400	17.79842221
1401	17.79121672
1402	17.78553838
1403	17.77082336
1404	17.76079476
1405	17.7445944
1406	17.73614327
1407	17.71181146
1408	17.7081632
1409	17.70151456
1410	17.6931077
1411	17.68661061
1412	17.67059662
1413	17.66068546
1414	17.64862182
1415	17.63739415
1416	17.61515512
1417	17.60480409
1418	17.59082084
1419	17.58124636
1420	17.57218697
1421	17.5576963
1422	17.55162411
1423	17.53654138
1424	17.52878283
1425	17.51661959
1426	17.50215109
1427	17.48481435
1428	17.4725658
1429	17.44019424
1430	17.42709059
1431	17.40509091
1432	17.39607697
1433	17.3868741
1434	17.37930416
1435	17.3654262
1436	17.35230497
1437	17.32704337
1438	17.30980082
1439	17.29907062
1440	17.28277794
1441	17.2773953
1442	17.26942879
1443	17.26041415
1444	17.24093147
1445	17.2335213
1446	17.22188003
1447	17.21371723
1448	17.20820386
1449	17.1939945
1450	17.19055199
1451	17.17350311
1452	17.15741548
1453	17.14519224
1454	17.13532055
1455	17.12332297
1456	17.10390178
1457	17.09550894
1458	17.0874609
1459	17.07786099
1460	17.07396017
1461	17.06570328
1462	17.060124
1463	17.0483461
1464	17.03762772
1465	17.02924126
1466	17.01384724
1467	16.99829581
1468	16.99211049
1469	16.98242516
1470	16.97009865
1471	16.9629985
1472	16.9531249
1473	16.94837757
1474	16.94260974
1475	16.93330382
1476	16.92581527
1477	16.91601691
1478	16.90948494
1479	16.89525814
1480	16.88121436
1481	16.87752936
1482	16.86150622
1483	16.85688306
1484	16.84900716
1485	16.84039777
1486	16.82255072
1487	16.8129575
1488	16.80874293
1489	16.79504257
1490	16.78459665
1491	16.77738641
1492	16.75937322
1493	16.75089981
1494	16.73306923
1495	16.72309062
1496	16.70593289
1497	16.69725013
1498	16.68565371
1499	16.68009894
1500	16.67555333
1501	16.66528018
1502	16.65733881
1503	16.65048176
1504	16.63498445
1505	16.63211473
1506	16.62089297
1507	16.6157135
1508	16.60438439
1509	16.59156691
1510	16.58050232
1511	16.57470139
1512	16.56303019
1513	16.55347098
1514	16.54447894
1515	16.53887304
1516	16.53224486
1517	16.52214132
1518	16.51280941
1519	16.50515256
1520	16.49378332
1521	16.48632189
1522	16.47793108
1523	16.46028313
1524	16.449769
1525	16.4436121
1526	16.4339796
1527	16.42490575
1528	16.4167797
1529	16.41036365
1530	16.39402696
1531	16.38023931
1532	16.37066244
1533	16.35745164
1534	16.35185275
1535	16.34888657
1536	16.34171626
1537	16.32875688
1538	16.32409749
1539	16.31847146
1540	16.31116699
1541	16.30272617
1542	16.29237969
1543	16.28590433
1544	16.26681512
1545	16.25954976
1546	16.24510919
1547	16.2287787
1548	16.2224661
1549	16.21518695
1550	16.20344546
1551	16.19725075
1552	16.181569
1553	16.1683049
1554	16.15892125
1555	16.14839938
1556	16.14139046
1557	16.12569571
1558	16.10933141
1559	16.10107458
1560	16.09724461
1561	16.09084951
1562	16.07581935
1563	16.06190877
1564	16.04832351
1565	16.03758604
1566	16.02541656
1567	16.01079208
1568	16.0038212
1569	15.99278039
1570	15.98465688
1571	15.9705046
1572	15.96081173
1573	15.93772373
1574	15.92770664
1575	15.91315528
1576	15.90393749
1577	15.8999238
1578	15.8899233
1579	15.87950169
1580	15.86356722
1581	15.8444256
1582	15.84092481
1583	15.83173044
1584	15.8173256
1585	15.80749444
1586	15.79210072
1587	15.7847139
1588	15.75761623
1589	15.74241016
1590	15.73374851
1591	15.71875479
1592	15.70676561
1593	15.69776315
1594	15.68261019
1595	15.6732133
1596	15.66817035
1597	15.65961121
1598	15.65087308
1599	15.63974611
1600	15.62896103
1601	15.62016564
1602	15.61037673
1603	15.59750637
1604	15.59236488
1605	15.58354785
1606	15.57194578
1607	15.5658827
1608	15.55070454
1609	15.53706957
1610	15.51671197
1611	15.50781392
1612	15.50068898
1613	15.49299689
1614	15.48227845
1615	15.47058906
1616	15.45980133
1617	15.45496346
1618	15.44515954
1619	15.42822563
1620	15.421955
1621	15.41650861
1622	15.41201956
1623	15.3996444
1624	15.39006562
1625	15.37188337
1626	15.36841344
1627	15.35066892
1628	15.33188062
1629	15.32417156
1630	15.31131379
1631	15.30688988
1632	15.29823259
1633	15.29113808
1634	15.27780055
1635	15.26939789
1636	15.26288939
1637	15.25068696
1638	15.24364731
1639	15.23438754
1640	15.22439055
1641	15.21874682
1642	15.20948132
1643	15.20150575
1644	15.19565006
1645	15.19045422
1646	15.17628158
1647	15.1706638
1648	15.15021951
1649	15.13654615
1650	15.12882834
1651	15.12015326
1652	15.10809302
1653	15.10072223
1654	15.08320517
1655	15.06901004
1656	15.06139846
1657	15.05710101
1658	15.0498883
1659	15.04340779
1660	15.03144605
1661	15.02645083
1662	15.01866403
1663	15.01104764
1664	15.00492267
1665	14.99059427
