Цех,Артикул продукции,Продукция,Дата,Артикул материала,Материал
555,330012233615,990,2023-05-18,12300163,83.33333333333333
555,330012233643,1045,2023-05-18,12300163,83.33333333333333
555,330012233827,1679,2023-05-18,12300163,83.33333333333333
511,330012233648,795,2023-05-18,12300178,10.666666666666666
555,330012233879,1356,2023-05-18,12300163,83.33333333333333
511,330012233611,1307,2023-05-18,12300178,10.666666666666666
555,330012233764,681,2023-05-18,12300163,83.33333333333333
555,330012233426,883,2023-05-18,12300163,83.33333333333333
511,330012233647,444,2023-05-18,12300178,10.666666666666666
511,330012233528,1177,2023-05-18,12300178,10.666666666666666
511,330012233843,342,2023-05-18,12300178,10.666666666666666
511,330012233802,1153,2023-05-18,12300178,10.666666666666666
511,330012233586,851,2023-05-18,12300178,10.666666666666666
555,330012233637,1068,2023-05-18,12300163,83.33333333333333
544,330012233645,238,2023-05-21,12300199,90.0
544,330012233417,1319,2023-05-21,12300199,90.0
522,330012233548,1062,2023-05-21,1230025,78.0
544,330012233585,226,2023-05-21,12300199,90.0
522,330012233515,409,2023-05-21,1230025,78.0
544,330012233731,221,2023-05-21,12300199,90.0
522,330012233654,355,2023-05-21,1230025,78.0
544,330012233419,1147,2023-05-21,12300199,90.0
544,330012233505,345,2023-05-21,12300199,90.0
544,330012233547,1291,2023-05-21,12300199,90.0
544,330012233606,933,2023-05-21,12300199,90.0
544,330012233639,686,2023-05-21,12300199,90.0
544,330012233631,607,2023-05-21,12300199,90.0
522,330012233573,1681,2023-05-21,1230025,78.0
555,330012233635,681,2023-05-22,1230056,13.2
555,330012233598,1077,2023-05-22,12300292,22.5
555,330012233598,1077,2023-05-22,1230056,13.2
555,330012233540,339,2023-05-22,12300292,22.5
555,330012233540,339,2023-05-22,1230056,13.2
555,330012233543,86,2023-05-22,1230056,13.2
555,330012233608,187,2023-05-22,1230056,13.2
555,330012233543,86,2023-05-22,12300292,22.5
555,330012233675,134,2023-05-22,12300292,22.5
555,330012233675,134,2023-05-22,1230056,13.2
555,330012233635,681,2023-05-22,12300292,22.5
555,330012233608,187,2023-05-22,12300292,22.5
555,330012233596,785,2023-05-22,1230056,13.2
555,330012233596,785,2023-05-22,12300292,22.5
555,330012233590,1614,2023-05-22,1230056,13.2
555,330012233547,1207,2023-05-22,12300292,22.5
555,330012233547,1207,2023-05-22,1230056,13.2
555,330012233623,1052,2023-05-22,12300292,22.5
555,330012233623,1052,2023-05-22,1230056,13.2
555,330012233513,637,2023-05-22,12300292,22.5
555,330012233466,2235,2023-05-22,12300292,22.5
555,330012233513,637,2023-05-22,1230056,13.2
555,330012233495,827,2023-05-22,12300292,22.5
555,330012233495,827,2023-05-22,1230056,13.2
555,330012233624,301,2023-05-22,12300292,22.5
555,330012233624,301,2023-05-22,1230056,13.2
555,330012233590,1614,2023-05-22,12300292,22.5
555,330012233466,2235,2023-05-22,1230056,13.2
533,330012233588,630,2023-05-23,1230090,42.66666666666666
533,330012233433,664,2023-05-23,1230090,42.66666666666666
533,330012233519,189,2023-05-23,1230090,42.66666666666666
533,330012233664,794,2023-05-23,1230090,42.66666666666666
533,330012233595,2039,2023-05-23,1230090,42.66666666666666
533,330012233488,144,2023-05-23,1230090,42.66666666666666
533,330012233553,481,2023-05-23,1230090,42.66666666666666
533,330012233689,942,2023-05-23,1230090,42.66666666666666
533,330012233665,509,2023-05-23,1230090,42.66666666666666
533,330012233434,255,2023-05-23,1230090,42.66666666666666
555,330012233439,1134,2023-05-25,12300206,26.8
555,330012233509,117,2023-05-25,12300206,26.8
555,330012233475,347,2023-05-25,12300206,26.8
555,330012233432,564,2023-05-25,12300206,26.8
555,330012233570,1140,2023-05-25,12300206,26.8
533,330012233424,1299,2023-05-25,12300166,31.2
555,330012233480,877,2023-05-25,12300206,26.8
533,330012233527,638,2023-05-25,12300166,31.2
533,330012233542,507,2023-05-25,12300166,31.2
533,330012233426,1403,2023-05-25,12300166,31.2
533,330012233548,1143,2023-05-25,12300166,31.2
555,330012233517,1673,2023-05-25,12300206,26.8
533,330012233475,361,2023-05-25,12300166,31.2
533,330012233478,1401,2023-05-25,12300166,31.2
533,330012233470,2644,2023-05-25,12300166,31.2
533,330012233418,480,2023-05-25,12300166,31.2
533,330012233569,102,2023-05-25,12300166,31.2
533,330012233465,1140,2023-05-26,1230082,158.0
533,330012233465,1140,2023-05-26,12300196,39.0
533,330012233500,2437,2023-05-26,1230082,158.0
533,330012233500,2437,2023-05-26,12300196,39.0
555,330012233481,664,2023-05-26,12300238,132.0
555,330012233450,2014,2023-05-26,12300238,132.0
555,330012233471,911,2023-05-26,12300238,132.0
555,330012233464,433,2023-05-26,12300238,132.0
533,330012233458,2134,2023-05-26,12300196,39.0
544,330012233488,184,2023-05-26,12300197,58.66666666666666
544,330012233517,197,2023-05-26,12300197,58.66666666666666
555,330012233497,568,2023-05-26,12300238,132.0
533,330012233486,738,2023-05-26,1230082,158.0
533,330012233486,738,2023-05-26,12300196,39.0
544,330012233485,1178,2023-05-26,12300197,58.66666666666666
533,330012233458,2134,2023-05-26,1230082,158.0
533,330012233471,1386,2023-05-26,12300196,39.0
533,330012233465,1842,2023-05-26,12300196,39.0
544,330012233545,261,2023-05-26,12300197,58.66666666666666
533,330012233471,1386,2023-05-26,1230082,158.0
533,330012233446,939,2023-05-26,12300196,39.0
555,330012233436,1524,2023-05-26,12300238,132.0
533,330012233508,419,2023-05-26,1230082,158.0
533,330012233508,419,2023-05-26,12300196,39.0
555,330012233477,1873,2023-05-26,12300238,132.0
533,330012233446,939,2023-05-26,1230082,158.0
533,330012233465,1842,2023-05-26,1230082,158.0
533,330012233502,728,2023-05-26,12300196,39.0
533,330012233516,441,2023-05-26,1230082,158.0
533,330012233516,441,2023-05-26,12300196,39.0
544,330012233529,578,2023-05-26,12300197,58.66666666666666
533,330012233522,204,2023-05-26,1230082,158.0
533,330012233522,204,2023-05-26,12300196,39.0
555,330012233414,683,2023-05-26,12300238,132.0
533,330012233502,728,2023-05-26,1230082,158.0
511,330012233447,1337,2023-05-27,12300279,153.33333333333334
511,330012233449,1482,2023-05-27,12300279,153.33333333333334
511,330012233433,1480,2023-05-27,12300279,153.33333333333334
511,330012233471,323,2023-05-27,12300279,153.33333333333334
511,330012233436,324,2023-05-27,12300279,153.33333333333334
511,330012233485,1019,2023-05-27,12300279,153.33333333333334
511,330012233459,301,2023-05-27,12300279,153.33333333333334
511,330012233441,396,2023-05-27,12300279,153.33333333333334
511,330012233426,236,2023-05-27,12300279,153.33333333333334
511,330012233465,569,2023-05-27,12300279,153.33333333333334
511,330012233502,185,2023-05-27,12300279,153.33333333333334
511,330012233427,612,2023-05-27,12300279,153.33333333333334
522,330012233560,1192,2023-05-30,123002,133.33333333333334
533,330012233794,2605,2023-05-30,12300225,13.5
533,330012233919,459,2023-05-30,12300225,13.5
533,330012233564,83,2023-05-30,12300225,13.5
522,330012233436,1786,2023-05-30,123002,133.33333333333334
522,330012233975,1349,2023-05-30,123002,133.33333333333334
533,330012233499,520,2023-05-30,12300225,13.5
533,330012233420,1609,2023-05-30,12300225,13.5
533,330012233991,326,2023-05-30,12300225,13.5
522,330012233439,45,2023-05-30,123002,133.33333333333334
533,330012233998,694,2023-05-30,12300225,13.5
522,330012233672,1344,2023-05-30,123002,133.33333333333334
533,330012233838,1533,2023-05-30,12300225,13.5
522,330012233673,547,2023-05-30,123002,133.33333333333334
522,330012233503,1267,2023-05-30,123002,133.33333333333334
522,330012233924,329,2023-05-30,123002,133.33333333333334
533,330012233837,147,2023-05-30,12300225,13.5
522,330012233466,1115,2023-05-30,123002,133.33333333333334
522,330012233491,269,2023-05-30,123002,133.33333333333334
533,330012233966,2140,2023-05-31,12300234,56.0
533,330012233809,581,2023-05-31,12300197,15.75
533,330012233892,620,2023-05-31,12300197,15.75
533,330012233892,620,2023-05-31,12300234,56.0
533,330012233868,434,2023-05-31,12300197,15.75
533,330012233868,434,2023-05-31,12300234,56.0
533,330012233966,2140,2023-05-31,12300197,15.75
533,330012233425,1274,2023-05-31,12300197,15.75
533,330012233809,581,2023-05-31,12300234,56.0
533,330012233867,265,2023-05-31,12300197,15.75
533,330012233867,265,2023-05-31,12300234,56.0
533,330012233798,699,2023-05-31,12300197,15.75
533,330012233798,699,2023-05-31,12300234,56.0
533,330012233625,1345,2023-05-31,12300197,15.75
533,330012233625,1345,2023-05-31,12300234,56.0
533,330012233415,267,2023-05-31,12300197,15.75
533,330012233415,267,2023-05-31,12300234,56.0
533,330012233425,1274,2023-05-31,12300234,56.0
544,330012233678,514,2023-06-01,123004,21.5
544,330012233737,201,2023-06-01,123004,21.5
544,330012233712,1744,2023-06-01,123004,21.5
544,330012233698,356,2023-06-01,123004,21.5
544,330012233432,230,2023-06-01,123004,21.5
544,330012233834,502,2023-06-01,123004,21.5
544,330012233549,448,2023-06-01,123004,21.5
533,330012233838,151,2023-06-02,12300202,35.4
522,330012233841,1477,2023-06-02,12300251,1.0
522,330012233507,158,2023-06-02,12300251,1.0
533,330012233683,843,2023-06-02,12300202,35.4
522,330012233771,216,2023-06-02,12300251,1.0
533,330012233741,1808,2023-06-02,12300202,35.4
533,330012233481,2296,2023-06-02,12300202,35.4
522,330012233634,1168,2023-06-02,12300251,1.0
522,330012233932,240,2023-06-02,12300251,1.0
533,330012233833,917,2023-06-02,12300202,35.4
533,330012233861,530,2023-06-02,12300202,35.4
522,330012233913,291,2023-06-02,12300251,1.0
522,330012233608,74,2023-06-02,12300251,1.0
544,330012233426,185,2023-06-03,12300237,87.0
544,330012233549,376,2023-06-03,12300237,87.0
544,330012233455,2333,2023-06-03,12300237,87.0
544,330012233418,591,2023-06-03,12300237,87.0
544,330012233746,375,2023-06-03,12300237,87.0
544,330012233691,462,2023-06-03,12300237,87.0
544,330012233537,346,2023-06-03,12300237,87.0
544,330012233498,924,2023-06-03,12300237,87.0
544,330012233894,1119,2023-06-03,12300237,87.0
544,330012233688,1624,2023-06-03,12300237,87.0
544,330012233476,1504,2023-06-03,12300237,87.0
511,330012233688,249,2023-06-04,1230062,94.66666666666669
511,330012233609,1441,2023-06-04,12300134,57.0
511,330012233609,1441,2023-06-04,1230062,94.66666666666669
533,330012233454,316,2023-06-04,12300121,63.333333333333336
555,330012233695,1168,2023-06-04,12300108,166.0
533,330012233780,234,2023-06-04,12300121,63.333333333333336
533,330012233838,1847,2023-06-04,12300121,63.333333333333336
511,330012233478,1857,2023-06-04,1230062,94.66666666666669
511,330012233478,1857,2023-06-04,12300134,57.0
533,330012233420,1112,2023-06-04,12300121,63.333333333333336
533,330012233457,877,2023-06-04,12300121,63.333333333333336
511,330012233781,359,2023-06-04,12300134,57.0
511,330012233781,359,2023-06-04,1230062,94.66666666666669
555,330012233462,1079,2023-06-04,12300108,166.0
511,330012233821,1797,2023-06-04,12300134,57.0
511,330012233821,1797,2023-06-04,1230062,94.66666666666669
555,330012233469,1900,2023-06-04,12300108,166.0
555,330012233583,308,2023-06-04,12300108,166.0
511,330012233688,249,2023-06-04,12300134,57.0
511,330012233419,299,2023-06-04,12300134,57.0
511,330012233748,556,2023-06-04,12300134,57.0
511,330012233748,556,2023-06-04,1230062,94.66666666666669
533,330012233615,1092,2023-06-04,12300121,63.333333333333336
511,330012233419,299,2023-06-04,1230062,94.66666666666669
555,330012233469,136,2023-06-04,12300108,166.0
511,330012233424,388,2023-06-04,12300134,57.0
511,330012233424,388,2023-06-04,1230062,94.66666666666669
533,330012233677,791,2023-06-04,12300121,63.333333333333336
511,330012233560,1298,2023-06-04,12300134,57.0
533,330012233629,1438,2023-06-04,12300121,63.333333333333336
555,330012233492,746,2023-06-04,12300108,166.0
555,330012233566,1546,2023-06-04,12300108,166.0
511,330012233597,2513,2023-06-04,12300134,57.0
511,330012233597,2513,2023-06-04,1230062,94.66666666666669
555,330012233590,1354,2023-06-04,12300108,166.0
555,330012233840,1949,2023-06-04,12300108,166.0
555,330012233680,253,2023-06-04,12300108,166.0
533,330012233611,919,2023-06-04,12300121,63.333333333333336
511,330012233560,1298,2023-06-04,1230062,94.66666666666669
522,330012233553,1307,2023-06-05,12300143,26.4
522,330012233611,877,2023-06-05,12300143,26.4
522,330012233739,178,2023-06-05,12300143,26.4
522,330012233686,630,2023-06-05,12300143,26.4
522,330012233586,1161,2023-06-05,12300143,26.4
522,330012233760,1135,2023-06-05,12300143,26.4
533,330012233653,1589,2023-06-06,12300185,90.0
533,330012233541,888,2023-06-06,12300185,90.0
555,330012233690,488,2023-06-06,12300170,21.666666666666668
555,330012233481,1233,2023-06-06,12300170,21.666666666666668
533,330012233699,440,2023-06-06,12300185,90.0
555,330012233428,1240,2023-06-06,12300170,21.666666666666668
533,330012233742,593,2023-06-06,12300185,90.0
533,330012233662,14,2023-06-06,12300185,90.0
533,330012233479,1065,2023-06-06,12300185,90.0
555,330012233458,1340,2023-06-06,12300170,21.666666666666668
555,330012233577,471,2023-06-06,12300170,21.666666666666668
555,330012233761,963,2023-06-06,12300170,21.666666666666668
533,330012233458,279,2023-06-06,12300185,90.0
522,330012233644,2378,2023-06-07,12300218,53.6
522,330012233625,199,2023-06-07,12300218,53.6
522,330012233566,408,2023-06-07,12300218,53.6
522,330012233653,1007,2023-06-07,12300218,53.6
522,330012233653,71,2023-06-07,12300218,53.6
533,330012233506,2264,2023-06-08,1230029,39.333333333333336
511,330012233621,2505,2023-06-08,12300207,110.0
511,330012233621,2505,2023-06-08,1230099,21.0
511,330012233502,734,2023-06-08,12300207,110.0
533,330012233550,1792,2023-06-08,1230029,39.333333333333336
533,330012233523,196,2023-06-08,1230029,39.333333333333336
533,330012233520,769,2023-06-08,1230029,39.333333333333336
511,330012233665,222,2023-06-08,1230099,21.0
511,330012233557,416,2023-06-08,12300207,110.0
511,330012233557,416,2023-06-08,1230099,21.0
533,330012233653,396,2023-06-08,1230029,39.333333333333336
533,330012233531,416,2023-06-08,1230029,39.333333333333336
533,330012233545,1751,2023-06-08,1230029,39.333333333333336
511,330012233665,222,2023-06-08,12300207,110.0
533,330012233622,109,2023-06-08,1230029,39.333333333333336
511,330012233502,734,2023-06-08,1230099,21.0
511,330012233614,338,2023-06-08,1230099,21.0
511,330012233554,352,2023-06-08,1230099,21.0
511,330012233627,1511,2023-06-08,12300207,110.0
511,330012233627,1511,2023-06-08,1230099,21.0
511,330012233633,1182,2023-06-08,12300207,110.0
511,330012233633,1182,2023-06-08,1230099,21.0
511,330012233443,1068,2023-06-08,12300207,110.0
533,330012233445,282,2023-06-08,1230029,39.333333333333336
511,330012233443,1068,2023-06-08,1230099,21.0
511,330012233579,271,2023-06-08,1230099,21.0
511,330012233554,352,2023-06-08,12300207,110.0
533,330012233680,1269,2023-06-08,1230029,39.333333333333336
511,330012233617,815,2023-06-08,12300207,110.0
511,330012233617,815,2023-06-08,1230099,21.0
533,330012233457,272,2023-06-08,1230029,39.333333333333336
511,330012233614,338,2023-06-08,12300207,110.0
511,330012233579,271,2023-06-08,12300207,110.0
522,330012233519,309,2023-06-09,12300172,4.0
522,330012233419,485,2023-06-09,12300172,4.0
522,330012233590,801,2023-06-09,12300172,4.0
522,330012233445,188,2023-06-09,12300172,4.0
522,330012233646,288,2023-06-09,12300172,4.0
522,330012233487,2511,2023-06-09,12300172,4.0
533,330012233450,349,2023-06-10,12300156,182.0
533,330012233450,349,2023-06-10,12300284,84.0
533,330012233586,1309,2023-06-10,12300156,182.0
533,330012233586,1309,2023-06-10,12300284,84.0
555,330012233429,1279,2023-06-10,12300266,54.0
544,330012233482,606,2023-06-10,1230050,65.0
555,330012233492,541,2023-06-10,12300266,54.0
544,330012233585,352,2023-06-10,1230050,65.0
533,330012233462,1653,2023-06-10,12300156,182.0
533,330012233462,1653,2023-06-10,12300284,84.0
555,330012233517,684,2023-06-10,12300266,54.0
555,330012233467,1043,2023-06-10,12300266,54.0
533,330012233419,1335,2023-06-10,12300156,182.0
533,330012233419,1335,2023-06-10,12300284,84.0
555,330012233413,648,2023-06-10,12300266,54.0
555,330012233532,1791,2023-06-10,12300266,54.0
555,330012233487,1122,2023-06-10,12300266,54.0
555,330012233515,2527,2023-06-10,12300266,54.0
533,330012233427,400,2023-06-10,12300284,84.0
533,330012233559,339,2023-06-10,12300156,182.0
533,330012233551,198,2023-06-10,12300284,84.0
533,330012233559,339,2023-06-10,12300284,84.0
555,330012233463,1009,2023-06-10,12300266,54.0
544,330012233436,649,2023-06-10,1230050,65.0
533,330012233427,400,2023-06-10,12300156,182.0
533,330012233530,181,2023-06-10,12300156,182.0
533,330012233530,181,2023-06-10,12300284,84.0
555,330012233452,1784,2023-06-10,12300266,54.0
555,330012233488,707,2023-06-10,12300266,54.0
544,330012233480,797,2023-06-10,1230050,65.0
544,330012233454,1689,2023-06-10,1230050,65.0
533,330012233449,1103,2023-06-10,12300156,182.0
533,330012233449,1103,2023-06-10,12300284,84.0
555,330012233479,312,2023-06-10,12300266,54.0
555,330012233508,1412,2023-06-10,12300266,54.0
533,330012233575,2157,2023-06-10,12300156,182.0
533,330012233575,2157,2023-06-10,12300284,84.0
533,330012233551,198,2023-06-10,12300156,182.0
555,330012233449,366,2023-06-10,12300266,54.0
555,330012233458,901,2023-06-11,12300169,19.666666666666668
555,330012233484,541,2023-06-11,12300169,19.666666666666668
511,330012233536,1466,2023-06-11,1230038,47.0
511,330012233536,1466,2023-06-11,123001,66.0
511,330012233437,301,2023-06-11,1230038,47.0
555,330012233521,2406,2023-06-11,12300169,19.666666666666668
555,330012233430,840,2023-06-11,12300169,19.666666666666668
555,330012233522,2043,2023-06-11,12300169,19.666666666666668
511,330012233437,301,2023-06-11,123001,66.0
555,330012233495,814,2023-06-11,12300169,19.666666666666668
555,330012233448,437,2023-06-11,12300169,19.666666666666668
555,330012233475,795,2023-06-11,12300169,19.666666666666668
555,330012233504,686,2023-06-11,12300169,19.666666666666668
555,330012233464,553,2023-06-11,12300169,19.666666666666668
555,330012233451,329,2023-06-11,12300169,19.666666666666668
555,330012233455,1333,2023-06-11,12300169,19.666666666666668
555,330012233536,213,2023-06-11,12300169,19.666666666666668
555,330012233536,755,2023-06-11,12300169,19.666666666666668
555,330012233488,479,2023-06-11,12300169,19.666666666666668
511,330012233481,1059,2023-06-11,123001,66.0
511,330012233537,229,2023-06-11,1230038,47.0
511,330012233537,229,2023-06-11,123001,66.0
555,330012233496,259,2023-06-11,12300169,19.666666666666668
511,330012233481,1059,2023-06-11,1230038,47.0
522,330012233491,1632,2023-06-12,1230087,44.0
522,330012233475,514,2023-06-12,1230087,44.0
522,330012233428,2523,2023-06-12,1230087,44.0
522,330012233415,584,2023-06-12,1230087,44.0
522,330012233415,229,2023-06-12,1230087,44.0
522,330012233478,471,2023-06-12,1230087,44.0
522,330012233435,615,2023-06-12,1230087,44.0
522,330012233496,635,2023-06-12,1230087,44.0
522,330012233426,1637,2023-06-12,1230087,44.0
522,330012233469,577,2023-06-12,1230087,44.0
522,330012233485,511,2023-06-12,1230087,44.0
522,330012233420,515,2023-06-12,1230087,44.0
522,330012233419,605,2023-06-12,1230087,44.0
522,330012233414,1354,2023-06-12,1230087,44.0
522,330012233467,628,2023-06-12,1230087,44.0
544,330012233435,1746,2023-06-13,1230066,10.5
544,330012233414,895,2023-06-13,1230066,10.5
544,330012233456,492,2023-06-13,1230066,10.5
544,330012233429,711,2023-06-13,1230066,10.5
544,330012233415,920,2023-06-13,1230066,10.5
555,330012233414,1386,2023-06-14,12300197,30.33333333333333
555,330012233586,516,2023-06-14,12300197,30.33333333333333
555,330012233615,1337,2023-06-14,12300197,30.33333333333333
555,330012233639,707,2023-06-14,12300197,30.33333333333333
555,330012233577,432,2023-06-14,12300197,30.33333333333333
555,330012233616,1101,2023-06-14,12300197,30.33333333333333
555,330012233969,235,2023-06-14,12300197,30.33333333333333
511,330012233916,2004,2023-06-15,1230024,258.0
511,330012233940,357,2023-06-15,1230024,258.0
511,330012234050,554,2023-06-15,1230024,258.0
511,330012233638,1330,2023-06-15,1230024,258.0
511,330012233914,1753,2023-06-15,1230024,258.0
511,330012233636,1480,2023-06-15,1230024,258.0
511,330012233662,2512,2023-06-15,1230024,258.0
511,330012233692,100,2023-06-15,1230024,258.0
511,330012233587,1012,2023-06-15,1230024,258.0
544,330012233651,361,2023-06-16,12300113,19.75
544,330012233564,31,2023-06-16,12300113,19.75
544,330012233510,852,2023-06-16,12300113,19.75
544,330012233420,899,2023-06-16,12300113,19.75
533,330012233474,413,2023-06-16,12300195,84.0
533,330012233985,319,2023-06-16,12300195,84.0
533,330012233784,281,2023-06-16,12300195,84.0
533,330012233604,1510,2023-06-16,12300195,84.0
544,330012233820,757,2023-06-16,12300113,19.75
533,330012233887,334,2023-06-16,12300195,84.0
544,330012233999,1211,2023-06-16,12300113,19.75
533,330012233865,1235,2023-06-16,12300195,84.0
533,330012233465,219,2023-06-16,12300195,84.0
544,330012233822,495,2023-06-16,12300113,19.75
533,330012233435,2228,2023-06-16,12300195,84.0
533,330012233880,260,2023-06-16,12300195,84.0
544,330012233653,874,2023-06-16,12300113,19.75
511,330012233658,2310,2023-06-18,12300210,120.0
511,330012233653,162,2023-06-18,12300210,120.0
511,330012233505,1977,2023-06-18,12300210,120.0
511,330012233489,485,2023-06-18,12300210,120.0
511,330012233905,378,2023-06-18,12300210,120.0
511,330012233758,385,2023-06-19,12300183,5.0
511,330012233427,117,2023-06-19,12300183,5.0
511,330012233427,117,2023-06-19,1230091,64.0
522,330012233594,1201,2023-06-19,1230090,111.0
522,330012233541,951,2023-06-19,1230090,111.0
522,330012233652,638,2023-06-19,1230090,111.0
522,330012233725,246,2023-06-19,1230090,111.0
511,330012233628,1320,2023-06-19,12300183,5.0
511,330012233628,1320,2023-06-19,1230091,64.0
511,330012233808,268,2023-06-19,12300183,5.0
522,330012233797,923,2023-06-19,1230090,111.0
511,330012233758,385,2023-06-19,1230091,64.0
511,330012233808,268,2023-06-19,1230091,64.0
511,330012233821,2807,2023-06-19,12300183,5.0
522,330012233583,1659,2023-06-19,1230090,111.0
522,330012233516,36,2023-06-19,1230090,111.0
511,330012233753,494,2023-06-19,12300183,5.0
522,330012233450,1027,2023-06-19,1230090,111.0
522,330012233732,599,2023-06-19,1230090,111.0
511,330012233753,494,2023-06-19,1230091,64.0
522,330012233598,1557,2023-06-19,1230090,111.0
511,330012233569,56,2023-06-19,1230091,64.0
511,330012233569,56,2023-06-19,12300183,5.0
522,330012233824,809,2023-06-19,1230090,111.0
511,330012233821,2807,2023-06-19,1230091,64.0
522,330012233882,489,2023-06-19,1230090,111.0
555,330012233516,1390,2023-06-20,12300144,44.4
522,330012233513,378,2023-06-20,12300125,136.0
522,330012233513,378,2023-06-20,12300257,61.0
522,330012233513,378,2023-06-20,12300293,112.0
522,330012233579,548,2023-06-20,12300125,136.0
522,330012233579,548,2023-06-20,12300257,61.0
522,330012233579,548,2023-06-20,12300293,112.0
555,330012233823,501,2023-06-20,12300144,44.4
522,330012233684,185,2023-06-20,12300125,136.0
522,330012233821,163,2023-06-20,12300125,136.0
522,330012233684,185,2023-06-20,12300293,112.0
522,330012233566,1342,2023-06-20,12300125,136.0
522,330012233566,1342,2023-06-20,12300257,61.0
522,330012233566,1342,2023-06-20,12300293,112.0
522,330012233821,163,2023-06-20,12300257,61.0
522,330012233821,163,2023-06-20,12300293,112.0
555,330012233519,847,2023-06-20,12300144,44.4
555,330012233695,676,2023-06-20,12300144,44.4
522,330012233684,185,2023-06-20,12300257,61.0
522,330012233503,862,2023-06-20,12300293,112.0
522,330012233862,1682,2023-06-20,12300125,136.0
522,330012233503,862,2023-06-20,12300125,136.0
522,330012233503,862,2023-06-20,12300257,61.0
522,330012233435,1183,2023-06-20,12300293,112.0
522,330012233791,745,2023-06-20,12300125,136.0
522,330012233791,745,2023-06-20,12300257,61.0
522,330012233791,745,2023-06-20,12300293,112.0
522,330012233862,1078,2023-06-20,12300125,136.0
522,330012233862,1078,2023-06-20,12300257,61.0
522,330012233862,1078,2023-06-20,12300293,112.0
555,330012233822,1286,2023-06-20,12300144,44.4
522,330012233435,1183,2023-06-20,12300257,61.0
522,330012233862,1682,2023-06-20,12300257,61.0
522,330012233862,1682,2023-06-20,12300293,112.0
522,330012233556,254,2023-06-20,12300125,136.0
522,330012233556,254,2023-06-20,12300257,61.0
522,330012233556,254,2023-06-20,12300293,112.0
555,330012233777,209,2023-06-20,12300144,44.4
555,330012233631,113,2023-06-20,12300144,44.4
555,330012233432,613,2023-06-20,12300144,44.4
522,330012233435,1183,2023-06-20,12300125,136.0
544,330012233439,341,2023-06-21,12300168,29.25
544,330012233416,211,2023-06-21,12300168,29.25
544,330012233599,556,2023-06-21,12300168,29.25
544,330012233627,347,2023-06-21,12300168,29.25
544,330012233644,592,2023-06-21,12300168,29.25
544,330012233736,899,2023-06-21,12300168,29.25
544,330012233563,2141,2023-06-21,12300168,29.25
544,330012233541,1726,2023-06-23,1230032,312.0
533,330012233470,665,2023-06-23,1230024,50.4
533,330012233462,226,2023-06-23,1230024,50.4
544,330012233692,1093,2023-06-23,1230032,312.0
533,330012233517,280,2023-06-23,1230024,50.4
544,330012233548,418,2023-06-23,1230032,312.0
533,330012233467,168,2023-06-23,1230024,50.4
544,330012233460,819,2023-06-23,1230032,312.0
544,330012233464,1347,2023-06-23,1230032,312.0
544,330012233484,933,2023-06-23,1230032,312.0
533,330012233571,1524,2023-06-23,1230024,50.4
544,330012233465,512,2023-06-23,1230032,312.0
533,330012233527,1223,2023-06-23,1230024,50.4
533,330012233433,263,2023-06-23,1230024,50.4
533,330012233609,770,2023-06-23,1230024,50.4
533,330012233512,1445,2023-06-23,1230024,50.4
533,330012233657,449,2023-06-23,1230024,50.4
533,330012233659,268,2023-06-23,1230024,50.4
544,330012233640,254,2023-06-23,1230032,312.0
544,330012233589,168,2023-06-23,1230032,312.0
533,330012233449,368,2023-06-23,1230024,50.4
533,330012233603,1823,2023-06-23,1230024,50.4
511,330012233554,1342,2023-06-24,1230082,15.333333333333334
511,330012233551,2285,2023-06-24,1230082,15.333333333333334
511,330012233473,2001,2023-06-24,1230082,15.333333333333334
511,330012233456,1627,2023-06-24,1230082,15.333333333333334
511,330012233666,146,2023-06-24,1230082,15.333333333333334
511,330012233609,865,2023-06-24,1230082,15.333333333333334
511,330012233474,341,2023-06-24,1230082,15.333333333333334
511,330012233430,453,2023-06-24,1230082,15.333333333333334
511,330012233522,663,2023-06-24,1230082,15.333333333333334
544,330012233576,273,2023-06-25,12300189,92.0
544,330012233453,201,2023-06-25,12300189,92.0
544,330012233554,1473,2023-06-25,12300189,92.0
544,330012233551,454,2023-06-25,12300189,92.0
544,330012233437,425,2023-06-25,12300189,92.0
544,330012233448,341,2023-06-25,12300189,92.0
544,330012233565,481,2023-06-25,12300189,92.0
544,330012233536,894,2023-06-25,12300189,92.0
544,330012233566,37,2023-06-25,12300189,92.0
544,330012233559,1873,2023-06-25,12300189,92.0
522,330012233484,1213,2023-06-27,1230070,8.8
522,330012233446,550,2023-06-27,1230070,8.8
522,330012233466,992,2023-06-27,1230070,8.8
522,330012233451,1286,2023-06-27,1230070,8.8
522,330012233479,746,2023-06-27,1230070,8.8
522,330012233513,937,2023-06-27,1230070,8.8
522,330012233448,657,2023-06-27,1230070,8.8
522,330012233512,102,2023-06-27,1230070,8.8
522,330012233482,317,2023-06-27,1230070,8.8
555,330012233459,211,2023-06-28,1230080,20.0
555,330012233443,527,2023-06-28,1230080,20.0
544,330012233434,1067,2023-06-28,12300137,117.6
544,330012233438,133,2023-06-28,12300137,117.6
555,330012233428,2225,2023-06-28,1230080,20.0
555,330012233457,785,2023-06-28,1230080,20.0
555,330012233467,1040,2023-06-28,1230080,20.0
555,330012233447,44,2023-06-28,1230080,20.0
544,330012233460,1497,2023-06-28,12300137,117.6
