Цех,Артикул продукции,Продукция,Дата,Артикул материала,Материал
544,330012233788,2261,2024-07-19,1230019,28.8
522,330012233728,1951,2024-07-19,12300183,3.0
544,330012233809,2248,2024-07-19,1230019,28.8
522,330012233458,416,2024-07-19,12300183,3.0
522,330012233638,1839,2024-07-19,12300183,3.0
544,330012233492,2731,2024-07-19,1230019,28.8
544,330012233678,236,2024-07-19,1230019,28.8
533,330012233718,582,2024-07-20,1230034,140.0
544,330012233550,775,2024-07-20,1230058,34.8
533,330012233524,114,2024-07-20,1230034,140.0
544,330012233493,989,2024-07-20,1230058,34.8
544,330012233712,1015,2024-07-20,1230058,34.8
544,330012233566,1422,2024-07-20,1230058,34.8
544,330012233575,214,2024-07-20,1230058,34.8
533,330012233781,1667,2024-07-20,1230034,140.0
533,330012233695,1496,2024-07-20,1230034,140.0
544,330012233702,72,2024-07-20,1230058,34.8
544,330012233732,941,2024-07-20,1230058,34.8
544,330012233561,1377,2024-07-20,1230058,34.8
533,330012233497,1054,2024-07-20,1230034,140.0
555,330012233503,1636,2024-07-21,12300267,32.5
555,330012233470,473,2024-07-21,12300106,118.66666666666669
555,330012233470,473,2024-07-21,12300267,32.5
533,330012233696,649,2024-07-21,12300250,35.0
555,330012233624,65,2024-07-21,12300106,118.66666666666669
555,330012233624,65,2024-07-21,12300267,32.5
555,330012233642,802,2024-07-21,12300106,118.66666666666669
555,330012233642,802,2024-07-21,12300267,32.5
555,330012233447,728,2024-07-21,12300106,118.66666666666669
555,330012233631,1730,2024-07-21,12300267,32.5
555,330012233631,1730,2024-07-21,12300106,118.66666666666669
555,330012233503,1636,2024-07-21,12300106,118.66666666666669
533,330012233605,1142,2024-07-21,12300250,35.0
555,330012233597,599,2024-07-21,12300106,118.66666666666669
555,330012233597,599,2024-07-21,12300267,32.5
555,330012233577,431,2024-07-21,12300106,118.66666666666669
555,330012233577,431,2024-07-21,12300267,32.5
555,330012233728,359,2024-07-21,12300106,118.66666666666669
555,330012233728,359,2024-07-21,12300267,32.5
555,330012233447,728,2024-07-21,12300267,32.5
555,330012233726,138,2024-07-21,12300267,32.5
555,330012233679,571,2024-07-21,12300267,32.5
533,330012233744,825,2024-07-21,12300250,35.0
555,330012233565,394,2024-07-21,12300106,118.66666666666669
555,330012233565,394,2024-07-21,12300267,32.5
555,330012233507,131,2024-07-21,12300106,118.66666666666669
555,330012233507,131,2024-07-21,12300267,32.5
555,330012233649,1229,2024-07-21,12300106,118.66666666666669
555,330012233649,1229,2024-07-21,12300267,32.5
555,330012233564,962,2024-07-21,12300106,118.66666666666669
555,330012233564,962,2024-07-21,12300267,32.5
533,330012233654,629,2024-07-21,12300250,35.0
533,330012233452,650,2024-07-21,12300250,35.0
533,330012233630,754,2024-07-21,12300250,35.0
533,330012233587,532,2024-07-21,12300250,35.0
533,330012233716,1674,2024-07-21,12300250,35.0
533,330012233621,568,2024-07-21,12300250,35.0
533,330012233612,2343,2024-07-21,12300250,35.0
555,330012233704,235,2024-07-21,12300106,118.66666666666669
555,330012233704,235,2024-07-21,12300267,32.5
555,330012233502,663,2024-07-21,12300106,118.66666666666669
555,330012233502,663,2024-07-21,12300267,32.5
555,330012233679,571,2024-07-21,12300106,118.66666666666669
555,330012233726,138,2024-07-21,12300106,118.66666666666669
533,330012233520,569,2024-07-23,12300295,243.0
533,330012233519,2296,2024-07-23,12300295,243.0
533,330012233620,384,2024-07-23,12300295,243.0
533,330012233494,997,2024-07-23,12300295,243.0
533,330012233467,2177,2024-07-23,12300295,243.0
533,330012233548,398,2024-07-23,12300295,243.0
544,330012233471,585,2024-07-24,1230033,123.0
544,330012233579,201,2024-07-24,1230033,123.0
544,330012233446,181,2024-07-24,1230033,123.0
544,330012233593,340,2024-07-24,1230033,123.0
544,330012233615,1571,2024-07-24,1230033,123.0
544,330012233574,957,2024-07-24,1230033,123.0
544,330012233524,214,2024-07-24,1230033,123.0
544,330012233430,394,2024-07-24,1230033,123.0
544,330012233536,627,2024-07-24,1230033,123.0
544,330012233465,216,2024-07-24,1230033,123.0
544,330012233644,1585,2024-07-24,1230033,123.0
544,330012233452,2202,2024-07-24,1230033,123.0
544,330012233595,306,2024-07-24,1230033,123.0
544,330012233586,920,2024-07-24,1230033,123.0
544,330012233413,216,2024-07-26,12300164,33.0
544,330012233513,236,2024-07-26,12300164,33.0
544,330012233433,815,2024-07-26,12300164,33.0
544,330012233440,720,2024-07-26,12300164,33.0
544,330012233419,706,2024-07-26,12300164,33.0
544,330012233459,778,2024-07-26,12300164,33.0
544,330012233553,212,2024-07-26,12300164,33.0
544,330012233425,326,2024-07-26,12300164,33.0
544,330012233545,1939,2024-07-26,12300164,33.0
544,330012233435,1994,2024-07-26,12300164,33.0
511,330012233511,1951,2024-07-27,1230045,70.0
555,330012233474,327,2024-07-27,1230074,78.75
555,330012233479,1799,2024-07-27,1230074,78.75
511,330012233500,388,2024-07-27,1230045,70.0
555,330012233454,304,2024-07-27,1230074,78.75
555,330012233448,1334,2024-07-27,1230074,78.75
511,330012233490,382,2024-07-27,1230045,70.0
511,330012233466,1445,2024-07-27,1230045,70.0
555,330012233460,585,2024-07-27,1230074,78.75
555,330012233527,1217,2024-07-27,1230074,78.75
555,330012233432,1427,2024-07-27,1230074,78.75
522,330012233423,382,2024-07-29,1230084,64.0
522,330012233427,1163,2024-07-29,1230084,64.0
522,330012233427,1163,2024-07-29,12300282,83.0
522,330012233424,856,2024-07-29,1230084,64.0
522,330012233424,856,2024-07-29,12300282,83.0
522,330012233440,1321,2024-07-29,1230084,64.0
522,330012233440,1321,2024-07-29,12300282,83.0
522,330012233415,758,2024-07-29,1230084,64.0
522,330012233415,758,2024-07-29,12300282,83.0
522,330012233423,382,2024-07-29,12300282,83.0
522,330012233437,174,2024-07-29,12300282,83.0
522,330012233455,1561,2024-07-29,12300282,83.0
522,330012233424,712,2024-07-29,1230084,64.0
522,330012233421,262,2024-07-29,12300282,83.0
522,330012233421,262,2024-07-29,1230084,64.0
522,330012233423,821,2024-07-29,12300282,83.0
522,330012233455,1561,2024-07-29,1230084,64.0
522,330012233415,737,2024-07-29,12300282,83.0
522,330012233437,174,2024-07-29,1230084,64.0
522,330012233423,821,2024-07-29,1230084,64.0
522,330012233415,737,2024-07-29,1230084,64.0
522,330012233424,712,2024-07-29,12300282,83.0
533,330012233870,477,2024-07-30,1230032,42.0
544,330012233763,1482,2024-07-30,12300110,56.0
544,330012233773,1244,2024-07-30,12300110,56.0
533,330012233797,1898,2024-07-30,1230032,42.0
533,330012233807,334,2024-07-30,1230032,42.0
533,330012234090,151,2024-07-30,1230032,42.0
544,330012233923,360,2024-07-30,12300110,56.0
533,330012233453,1236,2024-07-30,1230032,42.0
544,330012233806,697,2024-07-30,12300110,56.0
533,330012233697,2243,2024-07-30,1230032,42.0
544,330012233768,2062,2024-07-30,12300110,56.0
533,330012234076,722,2024-07-30,1230032,42.0
544,330012233420,810,2024-07-30,12300110,56.0
544,330012233941,275,2024-07-30,12300110,56.0
544,330012233413,662,2024-07-30,12300110,56.0
544,330012233413,1988,2024-07-30,12300110,56.0
533,330012233413,1151,2024-07-30,1230032,42.0
544,330012233416,1110,2024-07-30,12300110,56.0
544,330012233491,518,2024-07-30,12300110,56.0
533,330012233800,459,2024-07-31,12300186,36.0
533,330012233870,643,2024-07-31,12300254,95.0
533,330012233870,643,2024-07-31,12300186,36.0
533,330012233652,493,2024-07-31,12300254,95.0
544,330012233508,99,2024-07-31,12300219,75.0
544,330012233508,99,2024-07-31,12300241,37.5
533,330012233800,459,2024-07-31,12300254,95.0
533,330012233652,493,2024-07-31,12300186,36.0
544,330012233508,99,2024-07-31,12300117,37.5
544,330012233852,809,2024-07-31,12300241,37.5
533,330012233478,290,2024-07-31,12300186,36.0
544,330012233852,809,2024-07-31,12300117,37.5
533,330012233797,704,2024-07-31,12300186,36.0
533,330012233797,704,2024-07-31,12300254,95.0
533,330012233478,290,2024-07-31,12300254,95.0
544,330012233906,305,2024-07-31,12300241,37.5
544,330012233906,305,2024-07-31,12300219,75.0
544,330012233906,305,2024-07-31,12300117,37.5
533,330012233750,828,2024-07-31,12300254,95.0
533,330012233851,2798,2024-07-31,12300254,95.0
544,330012233852,809,2024-07-31,12300219,75.0
533,330012233750,828,2024-07-31,12300186,36.0
544,330012233870,873,2024-07-31,12300117,37.5
544,330012233870,873,2024-07-31,12300219,75.0
533,330012233851,2798,2024-07-31,12300186,36.0
544,330012233699,375,2024-07-31,12300241,37.5
544,330012233699,375,2024-07-31,12300219,75.0
544,330012233699,375,2024-07-31,12300117,37.5
533,330012233553,1351,2024-07-31,12300186,36.0
533,330012233553,1351,2024-07-31,12300254,95.0
533,330012233452,2099,2024-07-31,12300186,36.0
533,330012233452,2099,2024-07-31,12300254,95.0
533,330012233500,401,2024-07-31,12300186,36.0
533,330012233500,401,2024-07-31,12300254,95.0
533,330012233470,125,2024-07-31,12300186,36.0
533,330012233513,1541,2024-07-31,12300254,95.0
533,330012234047,1185,2024-07-31,12300186,36.0
533,330012234047,1185,2024-07-31,12300254,95.0
544,330012234032,2377,2024-07-31,12300241,37.5
544,330012234032,2377,2024-07-31,12300219,75.0
544,330012234032,2377,2024-07-31,12300117,37.5
533,330012233888,1209,2024-07-31,12300186,36.0
533,330012233888,1209,2024-07-31,12300254,95.0
533,330012233513,1541,2024-07-31,12300186,36.0
544,330012233870,873,2024-07-31,12300241,37.5
533,330012233470,125,2024-07-31,12300254,95.0
511,330012233842,1136,2024-08-02,12300214,0.2
533,330012233707,567,2024-08-02,12300119,91.0
511,330012233931,1310,2024-08-02,12300214,0.2
511,330012233830,786,2024-08-02,12300214,0.2
533,330012233922,1120,2024-08-02,12300119,91.0
533,330012233591,1369,2024-08-02,12300119,91.0
533,330012233430,54,2024-08-02,12300119,91.0
511,330012233743,331,2024-08-02,12300214,0.2
533,330012233647,1586,2024-08-02,12300119,91.0
511,330012233706,1592,2024-08-02,12300214,0.2
511,330012233617,525,2024-08-02,12300214,0.2
533,330012233534,579,2024-08-02,12300119,91.0
555,330012233414,814,2024-08-03,12300245,28.0
555,330012233822,1131,2024-08-03,1230061,57.6
555,330012233822,1131,2024-08-03,12300245,28.0
555,330012233751,83,2024-08-03,1230061,57.6
555,330012233751,83,2024-08-03,12300245,28.0
555,330012233584,1157,2024-08-03,1230061,57.6
555,330012233584,1157,2024-08-03,12300245,28.0
555,330012233857,2306,2024-08-03,1230061,57.6
555,330012233857,2306,2024-08-03,12300245,28.0
555,330012233414,814,2024-08-03,1230061,57.6
555,330012233778,224,2024-08-03,1230061,57.6
555,330012233643,276,2024-08-03,1230061,57.6
555,330012233643,276,2024-08-03,12300245,28.0
555,330012233786,1414,2024-08-03,1230061,57.6
555,330012233786,1414,2024-08-03,12300245,28.0
555,330012233693,1770,2024-08-03,1230061,57.6
555,330012233693,1770,2024-08-03,12300245,28.0
555,330012233508,95,2024-08-03,1230061,57.6
555,330012233508,95,2024-08-03,12300245,28.0
555,330012233506,415,2024-08-03,1230061,57.6
555,330012233506,415,2024-08-03,12300245,28.0
555,330012233778,224,2024-08-03,12300245,28.0
522,330012233423,1442,2024-08-06,12300215,29.0
511,330012233619,237,2024-08-06,12300107,37.0
511,330012233669,1315,2024-08-06,12300107,37.0
522,330012233728,542,2024-08-06,12300215,29.0
522,330012233435,703,2024-08-06,12300215,29.0
511,330012233472,643,2024-08-06,12300107,37.0
522,330012233479,1798,2024-08-06,12300215,29.0
522,330012233586,234,2024-08-06,12300215,29.0
522,330012233740,266,2024-08-06,12300215,29.0
511,330012233641,1516,2024-08-06,12300107,37.0
511,330012233613,438,2024-08-06,12300107,37.0
511,330012233709,1734,2024-08-06,12300107,37.0
522,330012233586,816,2024-08-06,12300215,29.0
511,330012233654,587,2024-08-06,12300107,37.0
522,330012233611,853,2024-08-06,12300215,29.0
522,330012233453,522,2024-08-06,12300215,29.0
511,330012233728,2021,2024-08-06,12300107,37.0
522,330012233623,99,2024-08-06,12300215,29.0
522,330012233540,1323,2024-08-06,12300215,29.0
511,330012233606,182,2024-08-06,12300107,37.0
511,330012233721,115,2024-08-06,12300107,37.0
522,330012233575,1102,2024-08-06,12300215,29.0
511,330012233755,207,2024-08-06,12300107,37.0
511,330012233415,1146,2024-08-06,12300107,37.0
511,330012233709,89,2024-08-06,12300107,37.0
533,330012233557,104,2024-08-08,12300281,12.0
511,330012233558,695,2024-08-08,123001,49.0
533,330012233481,1954,2024-08-08,12300281,12.0
533,330012233604,2064,2024-08-08,12300281,12.0
511,330012233436,215,2024-08-08,123001,49.0
533,330012233426,243,2024-08-08,12300281,12.0
533,330012233543,609,2024-08-08,12300281,12.0
533,330012233537,305,2024-08-08,12300281,12.0
533,330012233578,931,2024-08-08,12300281,12.0
511,330012233523,1556,2024-08-08,123001,49.0
533,330012233662,836,2024-08-08,12300281,12.0
533,330012233665,1610,2024-08-08,12300281,12.0
533,330012233500,383,2024-08-08,12300281,12.0
511,330012233480,1106,2024-08-08,123001,49.0
511,330012233594,242,2024-08-08,123001,49.0
511,330012233612,698,2024-08-08,123001,49.0
511,330012233536,909,2024-08-08,123001,49.0
511,330012233503,1525,2024-08-08,123001,49.0
533,330012233614,901,2024-08-08,12300281,12.0
533,330012233467,129,2024-08-08,12300281,12.0
511,330012233632,1097,2024-08-08,123001,49.0
555,330012233518,195,2024-08-09,12300178,98.0
555,330012233485,2525,2024-08-09,12300178,98.0
555,330012233415,356,2024-08-09,12300178,98.0
555,330012233618,403,2024-08-09,12300178,98.0
555,330012233449,2476,2024-08-09,12300178,98.0
555,330012233526,883,2024-08-09,12300178,98.0
555,330012233573,569,2024-08-09,12300178,98.0
555,330012233494,2070,2024-08-09,12300178,98.0
511,330012233501,2865,2024-08-10,123006,26.0
511,330012233450,128,2024-08-10,123006,26.0
544,330012233419,1579,2024-08-10,12300132,112.8
533,330012233513,2256,2024-08-10,12300203,8.0
533,330012233454,708,2024-08-10,12300203,8.0
544,330012233512,676,2024-08-10,12300132,112.8
533,330012233516,360,2024-08-10,12300203,8.0
533,330012233471,283,2024-08-10,12300203,8.0
511,330012233493,292,2024-08-10,123006,26.0
544,330012233506,1325,2024-08-10,12300132,112.8
511,330012233536,830,2024-08-10,123006,26.0
544,330012233501,334,2024-08-10,12300132,112.8
533,330012233476,251,2024-08-10,12300203,8.0
511,330012233413,1968,2024-08-10,123006,26.0
533,330012233420,947,2024-08-10,12300203,8.0
533,330012233511,1363,2024-08-10,12300203,8.0
544,330012233443,214,2024-08-10,12300132,112.8
511,330012233502,222,2024-08-10,123006,26.0
533,330012233496,1075,2024-08-10,12300203,8.0
533,330012233555,1369,2024-08-10,12300203,8.0
544,330012233413,55,2024-08-10,12300132,112.8
544,330012233477,162,2024-08-10,12300132,112.8
511,330012233553,1438,2024-08-10,123006,26.0
511,330012233498,1571,2024-08-10,123006,26.0
511,330012233492,1163,2024-08-11,12300100,18.0
511,330012233493,324,2024-08-11,12300100,18.0
511,330012233498,55,2024-08-11,12300100,18.0
511,330012233512,423,2024-08-11,12300100,18.0
511,330012233496,395,2024-08-11,12300100,18.0
533,330012233638,521,2024-08-16,1230061,167.5
533,330012233962,136,2024-08-16,1230061,167.5
533,330012233648,62,2024-08-16,1230061,167.5
533,330012233810,211,2024-08-16,1230061,167.5
533,330012233929,2456,2024-08-16,1230061,167.5
533,330012233591,577,2024-08-16,1230061,167.5
533,330012233986,142,2024-08-16,1230061,167.5
533,330012233841,1627,2024-08-16,1230061,167.5
533,330012233687,331,2024-08-16,1230061,167.5
533,330012233525,983,2024-08-16,1230061,167.5
533,330012234007,201,2024-08-16,1230061,167.5
533,330012233428,359,2024-08-16,1230061,167.5
533,330012233597,328,2024-08-16,1230061,167.5
511,330012233653,188,2024-08-20,12300234,58.0
511,330012233507,273,2024-08-20,12300234,58.0
511,330012233492,168,2024-08-20,12300234,58.0
511,330012233429,1381,2024-08-20,12300234,58.0
511,330012233606,1517,2024-08-20,12300234,58.0
511,330012233584,44,2024-08-20,12300234,58.0
533,330012233715,206,2024-08-22,12300167,152.0
533,330012233586,1160,2024-08-22,12300167,152.0
533,330012233471,817,2024-08-22,12300167,152.0
533,330012233571,995,2024-08-22,12300167,152.0
533,330012233495,1880,2024-08-22,12300167,152.0
533,330012233648,823,2024-08-22,12300167,152.0
533,330012233542,136,2024-08-22,12300167,152.0
533,330012233543,117,2024-08-22,12300167,152.0
533,330012233640,254,2024-08-22,12300167,152.0
533,330012233537,459,2024-08-22,12300167,152.0
533,330012233629,263,2024-08-22,12300167,152.0
511,330012233548,680,2024-08-23,12300187,69.0
511,330012233562,1314,2024-08-23,12300187,69.0
511,330012233678,400,2024-08-23,12300187,69.0
511,330012233640,1054,2024-08-23,12300187,69.0
511,330012233551,155,2024-08-23,12300187,69.0
511,330012233656,1787,2024-08-23,12300187,69.0
522,330012233609,398,2024-08-24,12300185,100.0
522,330012233529,175,2024-08-24,12300185,100.0
522,330012233504,188,2024-08-24,12300185,100.0
522,330012233547,741,2024-08-24,12300185,100.0
522,330012233480,139,2024-08-24,12300185,100.0
522,330012233600,597,2024-08-24,12300185,100.0
522,330012233495,484,2024-08-24,12300185,100.0
522,330012233499,349,2024-08-24,12300185,100.0
522,330012233431,261,2024-08-24,12300185,100.0
522,330012233599,1368,2024-08-24,12300185,100.0
522,330012233447,952,2024-08-24,12300185,100.0
522,330012233556,519,2024-08-24,12300185,100.0
544,330012233459,235,2024-08-25,12300178,140.0
544,330012233535,679,2024-08-25,12300178,140.0
544,330012233491,1036,2024-08-25,12300178,140.0
544,330012233518,1018,2024-08-25,12300178,140.0
544,330012233523,1272,2024-08-25,12300178,140.0
544,330012233422,342,2024-08-25,12300178,140.0
544,330012233508,337,2024-08-25,12300178,140.0
544,330012233587,1867,2024-08-25,12300178,140.0
544,330012233424,1533,2024-08-25,12300178,140.0
544,330012233586,1914,2024-08-25,12300178,140.0
544,330012233479,711,2024-08-25,12300178,140.0
555,330012233484,241,2024-08-26,12300112,196.0
511,330012233430,2002,2024-08-26,12300259,35.0
555,330012233483,976,2024-08-26,12300112,196.0
511,330012233491,2461,2024-08-26,12300259,35.0
511,330012233485,2497,2024-08-26,12300259,35.0
555,330012233446,632,2024-08-26,12300112,196.0
511,330012233439,296,2024-08-26,12300259,35.0
511,330012233433,927,2024-08-26,12300259,35.0
511,330012233519,1771,2024-08-26,12300259,35.0
511,330012233477,748,2024-08-26,12300259,35.0
511,330012233532,105,2024-08-26,12300259,35.0
511,330012233438,569,2024-08-26,12300259,35.0
511,330012233470,259,2024-08-26,12300259,35.0
511,330012233503,606,2024-08-26,12300259,35.0
555,330012233415,1317,2024-08-26,12300112,196.0
511,330012233500,664,2024-08-26,12300259,35.0
555,330012233473,428,2024-08-26,12300112,196.0
511,330012233428,268,2024-08-26,12300259,35.0
511,330012233543,1027,2024-08-26,12300259,35.0
555,330012233436,438,2024-08-26,12300112,196.0
555,330012233478,1908,2024-08-26,12300112,196.0
544,330012233460,1091,2024-08-27,12300229,135.0
544,330012233458,516,2024-08-27,12300229,135.0
544,330012233458,423,2024-08-27,12300229,135.0
544,330012233459,221,2024-08-27,12300229,135.0
544,330012233466,669,2024-08-27,12300229,135.0
544,330012233470,1773,2024-08-27,12300229,135.0
544,330012233468,1105,2024-08-27,12300229,135.0
544,330012233481,653,2024-08-27,12300229,135.0
544,330012233435,244,2024-08-27,12300229,135.0
544,330012233490,272,2024-08-27,12300229,135.0
544,330012233428,139,2024-08-27,12300229,135.0
533,330012234020,121,2024-08-29,12300147,35.0
533,330012233923,358,2024-08-29,12300147,35.0
533,330012233653,208,2024-08-29,12300147,35.0
533,330012233934,1135,2024-08-29,12300147,35.0
533,330012233648,1616,2024-08-29,12300147,35.0
533,330012234067,614,2024-08-29,12300147,35.0
533,330012234071,602,2024-08-29,12300147,35.0
533,330012233492,948,2024-08-29,12300147,35.0
533,330012233471,502,2024-08-29,12300147,35.0
533,330012233917,571,2024-08-29,12300147,35.0
544,330012233596,740,2024-08-30,12300119,27.0
544,330012233526,1308,2024-08-30,12300119,27.0
544,330012233461,809,2024-08-30,12300119,27.0
544,330012233539,576,2024-08-30,12300119,27.0
544,330012233955,614,2024-08-30,12300119,27.0
544,330012233843,956,2024-08-30,12300119,27.0
544,330012233891,479,2024-08-30,12300119,27.0
544,330012233826,165,2024-08-30,12300119,27.0
522,330012233425,117,2024-08-31,12300237,37.5
533,330012233620,495,2024-08-31,1230016,160.0
533,330012233899,682,2024-08-31,1230016,160.0
522,330012233578,149,2024-08-31,12300237,37.5
533,330012233809,440,2024-08-31,1230016,160.0
533,330012233983,303,2024-08-31,1230016,160.0
533,330012233418,119,2024-08-31,1230016,160.0
533,330012233654,940,2024-08-31,1230016,160.0
522,330012233725,181,2024-08-31,12300237,37.5
533,330012233897,685,2024-08-31,1230016,160.0
533,330012233708,532,2024-08-31,1230016,160.0
533,330012233953,440,2024-08-31,1230016,160.0
533,330012233840,255,2024-08-31,1230016,160.0
533,330012233924,158,2024-08-31,1230016,160.0
522,330012233746,1467,2024-08-31,12300237,37.5
522,330012233617,448,2024-08-31,12300237,37.5
533,330012233527,645,2024-08-31,1230016,160.0
511,330012233836,1756,2024-09-01,12300220,42.75
544,330012233419,1672,2024-09-01,1230054,155.0
544,330012233780,149,2024-09-01,1230054,155.0
544,330012233793,1586,2024-09-01,1230054,155.0
544,330012233583,1546,2024-09-01,1230054,155.0
511,330012233561,403,2024-09-01,12300220,42.75
511,330012233435,579,2024-09-01,12300220,42.75
511,330012233801,923,2024-09-01,12300220,42.75
544,330012233860,581,2024-09-01,1230054,155.0
511,330012233817,1255,2024-09-01,12300220,42.75
511,330012233438,2607,2024-09-01,12300220,42.75
511,330012233767,960,2024-09-01,12300220,42.75
511,330012233928,2469,2024-09-01,12300220,42.75
544,330012233573,336,2024-09-01,1230054,155.0
511,330012233852,862,2024-09-01,12300220,42.75
544,330012233796,712,2024-09-01,1230054,155.0
544,330012233665,440,2024-09-01,1230054,155.0
555,330012233520,1609,2024-09-02,12300225,150.0
555,330012233722,590,2024-09-02,12300225,150.0
555,330012233896,1179,2024-09-02,12300225,150.0
555,330012233823,280,2024-09-02,12300225,150.0
555,330012233712,190,2024-09-02,12300225,150.0
555,330012233787,734,2024-09-02,12300225,150.0
555,330012233667,1089,2024-09-02,12300225,150.0
555,330012233563,1022,2024-09-02,12300225,150.0
555,330012233564,383,2024-09-02,12300225,150.0
511,330012233832,1740,2024-09-03,1230078,31.666666666666668
511,330012233821,402,2024-09-03,1230078,31.666666666666668
511,330012233575,1121,2024-09-03,1230078,31.666666666666668
511,330012233855,392,2024-09-03,1230078,31.666666666666668
511,330012233723,311,2024-09-03,1230078,31.666666666666668
511,330012233666,1142,2024-09-03,1230078,31.666666666666668
511,330012233465,146,2024-09-03,1230078,31.666666666666668
544,330012233544,566,2024-09-05,1230041,264.0
555,330012233443,299,2024-09-05,12300253,12.0
555,330012233428,963,2024-09-05,12300253,12.0
533,330012233581,844,2024-09-05,1230014,78.0
533,330012233467,2124,2024-09-05,1230014,78.0
555,330012233608,393,2024-09-05,12300253,12.0
555,330012233673,2357,2024-09-05,12300253,12.0
555,330012233540,340,2024-09-05,12300253,12.0
555,330012233699,355,2024-09-05,12300253,12.0
544,330012233609,596,2024-09-05,1230041,264.0
544,330012233679,641,2024-09-05,1230041,264.0
544,330012233731,1484,2024-09-05,1230041,264.0
533,330012233704,627,2024-09-05,1230014,78.0
544,330012233624,1144,2024-09-05,1230041,264.0
555,330012233569,860,2024-09-05,12300253,12.0
555,330012233772,1245,2024-09-05,12300253,12.0
555,330012233512,1134,2024-09-05,12300253,12.0
555,330012233468,280,2024-09-05,12300253,12.0
533,330012233591,1725,2024-09-05,1230014,78.0
533,330012233479,505,2024-09-05,1230014,78.0
533,330012233616,339,2024-09-05,1230014,78.0
544,330012233775,238,2024-09-05,1230041,264.0
555,330012233554,409,2024-09-05,12300253,12.0
533,330012233504,632,2024-09-05,1230014,78.0
533,330012233538,335,2024-09-05,1230014,78.0
555,330012233775,237,2024-09-05,12300253,12.0
533,330012233548,422,2024-09-05,1230014,78.0
555,330012233486,1227,2024-09-07,12300187,110.0
555,330012233553,1796,2024-09-07,12300187,110.0
533,330012233635,305,2024-09-07,1230098,392.0
555,330012233518,372,2024-09-07,12300187,110.0
555,330012233570,250,2024-09-07,12300187,110.0
533,330012233648,98,2024-09-07,1230098,392.0
555,330012233562,195,2024-09-07,12300187,110.0
533,330012233475,382,2024-09-07,1230098,392.0
533,330012233641,532,2024-09-07,1230098,392.0
555,330012233600,820,2024-09-07,12300187,110.0
533,330012233598,835,2024-09-07,1230098,392.0
555,330012233439,1354,2024-09-07,12300187,110.0
555,330012233514,2183,2024-09-07,12300187,110.0
522,330012233452,940,2024-09-08,12300130,9.6
522,330012233438,299,2024-09-08,12300130,9.6
522,330012233523,648,2024-09-08,12300130,9.6
522,330012233478,372,2024-09-08,12300130,9.6
522,330012233565,1287,2024-09-08,12300130,9.6
522,330012233516,689,2024-09-08,12300130,9.6
522,330012233548,707,2024-09-08,12300130,9.6
522,330012233506,232,2024-09-08,12300130,9.6
522,330012233453,1124,2024-09-08,12300130,9.6
522,330012233414,1597,2024-09-08,12300130,9.6
522,330012233632,238,2024-09-08,12300130,9.6
544,330012233537,227,2024-09-09,12300211,14.0
555,330012233559,2815,2024-09-09,12300216,58.5
555,330012233451,281,2024-09-09,12300216,58.5
555,330012233529,208,2024-09-09,12300216,58.5
544,330012233551,1240,2024-09-09,12300211,14.0
544,330012233558,1014,2024-09-09,12300211,14.0
544,330012233529,2836,2024-09-09,12300211,14.0
555,330012233527,347,2024-09-09,12300216,58.5
555,330012233453,588,2024-09-09,12300216,58.5
544,330012233533,565,2024-09-09,12300211,14.0
544,330012233504,435,2024-09-09,12300211,14.0
544,330012233504,969,2024-09-09,12300211,14.0
555,330012233544,221,2024-09-09,12300216,58.5
544,330012233506,1381,2024-09-09,12300211,14.0
544,330012233554,554,2024-09-09,12300211,14.0
544,330012233558,255,2024-09-09,12300211,14.0
555,330012233415,402,2024-09-09,12300216,58.5
555,330012233536,424,2024-09-09,12300216,58.5
544,330012233460,1576,2024-09-09,12300211,14.0
544,330012233429,628,2024-09-09,12300211,14.0
555,330012233598,717,2024-09-09,12300216,58.5
555,330012233503,2309,2024-09-09,12300216,58.5
555,330012233489,313,2024-09-09,12300216,58.5
555,330012233512,174,2024-09-09,12300216,58.5
555,330012233531,1491,2024-09-09,12300216,58.5
544,330012233521,626,2024-09-09,12300211,14.0
555,330012233561,385,2024-09-09,12300216,58.5
555,330012233544,710,2024-09-09,12300216,58.5
544,330012233570,428,2024-09-09,12300211,14.0
511,330012233432,1973,2024-09-10,12300227,32.25
544,330012233481,2017,2024-09-10,123005,110.0
544,330012233488,1733,2024-09-10,123005,110.0
511,330012233500,1154,2024-09-10,12300227,32.25
511,330012233502,1685,2024-09-10,12300227,32.25
544,330012233452,1054,2024-09-10,123005,110.0
511,330012233465,589,2024-09-10,12300227,32.25
511,330012233484,2467,2024-09-10,12300227,32.25
544,330012233478,625,2024-09-10,123005,110.0
511,330012233422,519,2024-09-10,12300227,32.25
511,330012233529,781,2024-09-10,12300227,32.25
544,330012233485,455,2024-09-10,123005,110.0
511,330012233470,1557,2024-09-10,12300227,32.25
544,330012233556,724,2024-09-10,123005,110.0
511,330012233513,283,2024-09-10,12300227,32.25
544,330012233420,1983,2024-09-10,123005,110.0
544,330012233494,1783,2024-09-10,123005,110.0
544,330012233495,1174,2024-09-10,123005,110.0
511,330012233421,1047,2024-09-10,12300227,32.25
544,330012233510,283,2024-09-10,123005,110.0
511,330012233721,183,2024-09-12,12300233,96.0
511,330012233413,930,2024-09-12,12300233,96.0
511,330012233420,2484,2024-09-12,12300233,96.0
