Артикул продукции,Продукция,Артикул материала,Материал,Цех_511,Цех_522,Цех_533,Цех_544,Цех_555
247,559,153,31.0,False,False,False,True,False
233,1213,153,31.0,False,False,False,True,False
114,1667,97,11.333333333333334,False,False,False,False,True
217,836,153,31.0,False,False,False,True,False
15,1359,97,11.333333333333334,False,False,False,False,True
104,1622,97,11.333333333333334,False,False,False,False,True
123,332,97,11.333333333333334,False,False,False,False,True
317,2583,153,31.0,False,False,False,True,False
250,675,97,11.333333333333334,False,False,False,False,True
76,1258,97,11.333333333333334,False,False,False,False,True
288,486,97,11.333333333333334,False,False,False,False,True
4,475,97,11.333333333333334,False,False,False,False,True
73,537,153,31.0,False,False,False,True,False
196,452,153,31.0,False,False,False,True,False
145,2271,86,124.0,False,False,False,False,True
70,410,172,6.0,False,False,False,True,False
248,880,195,85.0,False,False,True,False,False
173,40,86,124.0,False,False,False,False,True
57,74,195,85.0,False,False,True,False,False
228,1503,195,85.0,False,False,True,False,False
243,289,86,124.0,False,False,False,False,True
219,200,112,133.33333333333334,False,True,False,False,False
219,200,254,58.0,False,True,False,False,False
83,640,86,124.0,False,False,False,False,True
201,589,195,85.0,False,False,True,False,False
143,1804,195,85.0,False,False,True,False,False
93,939,112,133.33333333333334,False,True,False,False,False
93,939,254,58.0,False,True,False,False,False
57,777,112,133.33333333333334,False,True,False,False,False
57,777,254,58.0,False,True,False,False,False
68,1086,112,133.33333333333334,False,True,False,False,False
68,1086,254,58.0,False,True,False,False,False
164,1017,172,6.0,False,False,False,True,False
162,234,86,124.0,False,False,False,False,True
25,1601,86,124.0,False,False,False,False,True
70,525,195,85.0,False,False,True,False,False
179,155,172,6.0,False,False,False,True,False
69,2256,172,6.0,False,False,False,True,False
63,2408,172,6.0,False,False,False,True,False
140,297,172,6.0,False,False,False,True,False
143,1082,86,124.0,False,False,False,False,True
117,566,86,124.0,False,False,False,False,True
65,2023,195,85.0,False,False,True,False,False
50,1373,112,133.33333333333334,False,True,False,False,False
50,1373,254,58.0,False,True,False,False,False
103,72,172,6.0,False,False,False,True,False
125,444,195,85.0,False,False,True,False,False
97,731,86,124.0,False,False,False,False,True
197,1501,86,124.0,False,False,False,False,True
161,1587,195,85.0,False,False,True,False,False
113,617,195,85.0,False,False,True,False,False
257,373,86,124.0,False,False,False,False,True
258,102,195,85.0,False,False,True,False,False
68,1692,195,85.0,False,False,True,False,False
59,491,112,133.33333333333334,False,True,False,False,False
59,491,254,58.0,False,True,False,False,False
62,497,195,85.0,False,False,True,False,False
256,855,195,85.0,False,False,True,False,False
123,687,84,29.0,False,False,False,False,True
54,1323,84,29.0,False,False,False,False,True
19,767,84,29.0,False,False,False,False,True
52,373,261,247.5,False,True,False,False,False
156,1393,261,247.5,False,True,False,False,False
141,122,261,247.5,False,True,False,False,False
1,174,84,29.0,False,False,False,False,True
115,58,261,247.5,False,True,False,False,False
188,381,84,29.0,False,False,False,False,True
29,209,261,247.5,False,True,False,False,False
176,296,261,247.5,False,True,False,False,False
47,658,261,247.5,False,True,False,False,False
23,90,261,247.5,False,True,False,False,False
68,1538,84,29.0,False,False,False,False,True
101,196,241,42.4,False,True,False,False,False
46,1315,241,42.4,False,True,False,False,False
110,1313,241,42.4,False,True,False,False,False
55,330,241,42.4,False,True,False,False,False
187,1941,241,42.4,False,True,False,False,False
165,1582,241,42.4,False,True,False,False,False
165,176,241,42.4,False,True,False,False,False
10,1289,241,42.4,False,True,False,False,False
157,240,241,42.4,False,True,False,False,False
12,1582,241,42.4,False,True,False,False,False
103,235,98,17.333333333333332,False,False,False,False,True
14,1119,98,17.333333333333332,False,False,False,False,True
103,978,98,17.333333333333332,False,False,False,False,True
12,285,110,49.5,False,True,False,False,False
48,674,110,49.5,False,True,False,False,False
43,398,110,49.5,False,True,False,False,False
63,1617,110,49.5,False,True,False,False,False
78,1240,110,49.5,False,True,False,False,False
87,287,110,49.5,False,True,False,False,False
29,797,123,56.0,False,False,True,False,False
100,147,110,49.5,False,True,False,False,False
27,1695,123,56.0,False,False,True,False,False
48,777,123,56.0,False,False,True,False,False
14,1797,123,56.0,False,False,True,False,False
19,214,250,76.0,True,False,False,False,False
25,316,250,76.0,True,False,False,False,False
8,1607,250,76.0,True,False,False,False,False
12,481,37,26.25,False,True,False,False,False
18,1464,250,76.0,True,False,False,False,False
13,2513,37,26.25,False,True,False,False,False
0,474,37,26.25,False,True,False,False,False
3,842,37,26.25,False,True,False,False,False
37,1300,37,26.25,False,True,False,False,False
31,407,37,26.25,False,True,False,False,False
28,1048,250,76.0,True,False,False,False,False
26,2211,37,26.25,False,True,False,False,False
9,725,250,76.0,True,False,False,False,False
35,1905,250,76.0,True,False,False,False,False
35,684,250,76.0,True,False,False,False,False
45,396,250,76.0,True,False,False,False,False
25,1076,250,76.0,True,False,False,False,False
35,2067,37,26.25,False,True,False,False,False
15,1657,37,26.25,False,True,False,False,False
8,696,250,76.0,True,False,False,False,False
8,1138,250,76.0,True,False,False,False,False
20,614,250,76.0,True,False,False,False,False
8,2651,37,26.25,False,True,False,False,False
31,66,37,26.25,False,True,False,False,False
66,325,250,76.0,True,False,False,False,False
455,2281,191,86.25,True,False,False,False,False
403,318,154,8.0,False,True,False,False,False
173,911,191,86.25,True,False,False,False,False
216,1090,191,86.25,True,False,False,False,False
380,1324,191,86.25,True,False,False,False,False
165,964,191,86.25,True,False,False,False,False
262,1135,191,86.25,True,False,False,False,False
552,1144,154,8.0,False,True,False,False,False
583,702,154,8.0,False,True,False,False,False
164,1310,191,86.25,True,False,False,False,False
202,226,154,8.0,False,True,False,False,False
490,585,154,8.0,False,True,False,False,False
1,2691,191,86.25,True,False,False,False,False
3,800,154,8.0,False,True,False,False,False
3,150,154,8.0,False,True,False,False,False
9,1109,191,86.25,True,False,False,False,False
18,882,191,86.25,True,False,False,False,False
552,1377,265,62.0,False,False,True,False,False
65,1147,153,98.0,False,False,False,True,False
62,1910,265,62.0,False,False,True,False,False
90,1241,153,98.0,False,False,False,True,False
5,605,153,98.0,False,False,False,True,False
209,157,153,98.0,False,False,False,True,False
305,433,153,98.0,False,False,False,True,False
52,784,265,62.0,False,False,True,False,False
8,943,265,62.0,False,False,True,False,False
503,1051,153,98.0,False,False,False,True,False
579,1953,153,98.0,False,False,False,True,False
75,1260,265,62.0,False,False,True,False,False
607,301,265,62.0,False,False,True,False,False
569,1563,265,62.0,False,False,True,False,False
285,467,153,98.0,False,False,False,True,False
363,921,265,62.0,False,False,True,False,False
342,1365,153,98.0,False,False,False,True,False
579,1661,153,98.0,False,False,False,True,False
46,246,153,98.0,False,False,False,True,False
562,2068,153,98.0,False,False,False,True,False
98,1289,153,98.0,False,False,False,True,False
65,380,265,62.0,False,False,True,False,False
523,529,265,62.0,False,False,True,False,False
445,841,288,180.0,False,False,False,False,True
327,1484,288,180.0,False,False,False,False,True
327,1484,79,261.0,False,False,False,False,True
445,841,79,261.0,False,False,False,False,True
455,284,79,261.0,False,False,False,False,True
336,1118,288,180.0,False,False,False,False,True
336,1118,79,261.0,False,False,False,False,True
455,284,288,180.0,False,False,False,False,True
79,1973,288,258.0,True,False,False,False,False
77,1856,103,1.6666666666666667,False,True,False,False,False
430,180,164,225.0,False,False,False,False,True
102,1616,164,225.0,False,False,False,False,True
435,148,164,225.0,False,False,False,False,True
281,461,288,258.0,True,False,False,False,False
181,217,164,225.0,False,False,False,False,True
431,57,103,1.6666666666666667,False,True,False,False,False
13,43,164,225.0,False,False,False,False,True
145,1008,164,225.0,False,False,False,False,True
207,1304,288,258.0,True,False,False,False,False
387,1323,164,225.0,False,False,False,False,True
442,1462,288,258.0,True,False,False,False,False
420,483,164,225.0,False,False,False,False,True
343,247,164,225.0,False,False,False,False,True
422,2179,103,1.6666666666666667,False,True,False,False,False
527,505,288,258.0,True,False,False,False,False
293,336,103,1.6666666666666667,False,True,False,False,False
301,597,103,1.6666666666666667,False,True,False,False,False
304,485,103,1.6666666666666667,False,True,False,False,False
474,303,288,258.0,True,False,False,False,False
88,227,164,225.0,False,False,False,False,True
504,1147,164,225.0,False,False,False,False,True
113,1746,288,258.0,True,False,False,False,False
479,269,288,258.0,True,False,False,False,False
459,198,164,225.0,False,False,False,False,True
355,893,103,1.6666666666666667,False,True,False,False,False
189,186,164,225.0,False,False,False,False,True
419,680,288,258.0,True,False,False,False,False
469,194,288,258.0,True,False,False,False,False
476,2476,164,225.0,False,False,False,False,True
276,112,288,258.0,True,False,False,False,False
197,1474,103,1.6666666666666667,False,True,False,False,False
381,37,175,51.0,False,False,False,True,False
176,1567,175,51.0,False,False,False,True,False
207,798,175,51.0,False,False,False,True,False
453,492,161,114.0,False,False,True,False,False
380,500,161,114.0,False,False,True,False,False
324,761,175,51.0,False,False,False,True,False
26,547,161,114.0,False,False,True,False,False
225,1664,161,114.0,False,False,True,False,False
438,52,175,51.0,False,False,False,True,False
147,580,175,51.0,False,False,False,True,False
215,208,175,51.0,False,False,False,True,False
346,130,161,114.0,False,False,True,False,False
345,435,175,51.0,False,False,False,True,False
311,364,161,114.0,False,False,True,False,False
13,895,175,51.0,False,False,False,True,False
185,339,175,51.0,False,False,False,True,False
327,575,175,51.0,False,False,False,True,False
417,743,161,114.0,False,False,True,False,False
294,1185,161,114.0,False,False,True,False,False
224,1717,211,76.0,True,False,False,False,False
332,208,211,76.0,True,False,False,False,False
279,164,211,76.0,True,False,False,False,False
40,1575,211,76.0,True,False,False,False,False
362,2146,211,76.0,True,False,False,False,False
9,237,211,76.0,True,False,False,False,False
376,1493,211,76.0,True,False,False,False,False
309,903,211,76.0,True,False,False,False,False
171,914,211,76.0,True,False,False,False,False
302,639,211,76.0,True,False,False,False,False
103,233,211,76.0,True,False,False,False,False
425,520,211,76.0,True,False,False,False,False
197,639,211,76.0,True,False,False,False,False
42,1257,155,79.0,False,True,False,False,False
87,1192,155,79.0,False,True,False,False,False
191,300,155,79.0,False,True,False,False,False
35,2298,155,79.0,False,True,False,False,False
283,911,155,79.0,False,True,False,False,False
309,405,155,79.0,False,True,False,False,False
213,400,155,79.0,False,True,False,False,False
351,469,155,79.0,False,True,False,False,False
143,1878,155,79.0,False,True,False,False,False
209,2743,155,79.0,False,True,False,False,False
14,418,155,79.0,False,True,False,False,False
254,610,155,79.0,False,True,False,False,False
76,1269,155,79.0,False,True,False,False,False
127,556,239,4.0,False,False,True,False,False
127,556,25,62.0,False,False,True,False,False
201,1635,262,109.5,False,False,False,False,True
206,691,262,109.5,False,False,False,False,True
90,2253,196,216.0,False,False,True,False,False
90,2253,239,4.0,False,False,True,False,False
90,2253,25,62.0,False,False,True,False,False
153,1201,262,109.5,False,False,False,False,True
88,46,196,216.0,False,False,True,False,False
211,1246,262,109.5,False,False,False,False,True
88,46,25,62.0,False,False,True,False,False
127,556,196,216.0,False,False,True,False,False
169,592,196,216.0,False,False,True,False,False
169,592,239,4.0,False,False,True,False,False
169,592,25,62.0,False,False,True,False,False
52,2790,196,216.0,False,False,True,False,False
52,2790,239,4.0,False,False,True,False,False
52,2790,25,62.0,False,False,True,False,False
28,395,262,109.5,False,False,False,False,True
88,46,239,4.0,False,False,True,False,False
74,400,262,109.5,False,False,False,False,True
12,1402,262,109.5,False,False,False,False,True
198,799,239,4.0,False,False,True,False,False
198,799,25,62.0,False,False,True,False,False
196,2338,239,4.0,False,False,True,False,False
196,2338,25,62.0,False,False,True,False,False
282,286,262,109.5,False,False,False,False,True
203,506,196,216.0,False,False,True,False,False
203,506,239,4.0,False,False,True,False,False
203,506,25,62.0,False,False,True,False,False
10,536,196,216.0,False,False,True,False,False
10,536,239,4.0,False,False,True,False,False
132,829,262,109.5,False,False,False,False,True
181,850,262,109.5,False,False,False,False,True
178,353,196,216.0,False,False,True,False,False
178,353,239,4.0,False,False,True,False,False
178,353,25,62.0,False,False,True,False,False
243,416,262,109.5,False,False,False,False,True
230,2268,262,109.5,False,False,False,False,True
196,2338,196,216.0,False,False,True,False,False
109,1062,262,109.5,False,False,False,False,True
198,799,196,216.0,False,False,True,False,False
10,536,25,62.0,False,False,True,False,False
68,164,217,465.0,False,True,False,False,False
132,749,217,465.0,False,True,False,False,False
96,221,217,465.0,False,True,False,False,False
163,1434,217,465.0,False,True,False,False,False
65,1279,217,465.0,False,True,False,False,False
66,951,217,465.0,False,True,False,False,False
53,1580,217,465.0,False,True,False,False,False
0,803,217,465.0,False,True,False,False,False
104,410,217,465.0,False,True,False,False,False
22,473,217,465.0,False,True,False,False,False
183,145,217,465.0,False,True,False,False,False
53,439,217,465.0,False,True,False,False,False
129,233,217,465.0,False,True,False,False,False
120,112,218,97.0,False,True,False,False,False
555,1067,107,196.0,True,False,False,False,False
215,1540,218,97.0,False,True,False,False,False
593,247,218,97.0,False,True,False,False,False
344,1052,218,97.0,False,True,False,False,False
549,1327,218,97.0,False,True,False,False,False
386,344,107,196.0,True,False,False,False,False
154,819,107,196.0,True,False,False,False,False
397,335,218,97.0,False,True,False,False,False
228,1411,107,196.0,True,False,False,False,False
3,553,107,196.0,True,False,False,False,False
596,366,107,196.0,True,False,False,False,False
477,1456,218,97.0,False,True,False,False,False
646,716,107,196.0,True,False,False,False,False
14,1772,218,97.0,False,True,False,False,False
659,1298,218,97.0,False,True,False,False,False
658,1367,107,196.0,True,False,False,False,False
32,385,107,196.0,True,False,False,False,False
311,121,218,97.0,False,True,False,False,False
0,232,107,196.0,True,False,False,False,False
1,213,107,196.0,True,False,False,False,False
3,353,218,97.0,False,True,False,False,False
3,1149,107,196.0,True,False,False,False,False
3,2288,107,196.0,True,False,False,False,False
3,1028,107,196.0,True,False,False,False,False
8,332,107,196.0,True,False,False,False,False
191,2587,218,97.0,False,True,False,False,False
544,475,266,54.75,False,False,True,False,False
90,239,266,54.75,False,False,True,False,False
118,50,266,54.75,False,False,True,False,False
169,349,266,54.75,False,False,True,False,False
521,857,266,54.75,False,False,True,False,False
91,544,266,54.75,False,False,True,False,False
383,702,266,54.75,False,False,True,False,False
298,613,279,82.0,True,False,False,False,False
90,1124,279,82.0,True,False,False,False,False
483,877,279,82.0,True,False,False,False,False
58,1969,279,82.0,True,False,False,False,False
340,1828,279,82.0,True,False,False,False,False
239,176,279,82.0,True,False,False,False,False
568,1700,279,82.0,True,False,False,False,False
22,298,279,82.0,True,False,False,False,False
6,770,279,82.0,True,False,False,False,False
82,930,279,82.0,True,False,False,False,False
430,1106,279,82.0,True,False,False,False,False
455,218,279,82.0,True,False,False,False,False
109,2244,279,82.0,True,False,False,False,False
242,657,279,82.0,True,False,False,False,False
398,2356,156,55.333333333333336,False,False,True,False,False
244,221,156,55.333333333333336,False,False,True,False,False
462,2702,73,15.0,False,False,False,False,True
154,628,156,55.333333333333336,False,False,True,False,False
148,537,156,55.333333333333336,False,False,True,False,False
262,319,156,55.333333333333336,False,False,True,False,False
296,1201,156,55.333333333333336,False,False,True,False,False
361,889,73,15.0,False,False,False,False,True
264,351,156,55.333333333333336,False,False,True,False,False
425,680,73,15.0,False,False,False,False,True
337,289,156,55.333333333333336,False,False,True,False,False
470,1458,156,55.333333333333336,False,False,True,False,False
410,931,73,15.0,False,False,False,False,True
389,217,156,55.333333333333336,False,False,True,False,False
41,497,73,15.0,False,False,False,False,True
225,189,72,49.2,False,False,False,False,True
232,138,72,49.2,False,False,False,False,True
247,1751,72,49.2,False,False,False,False,True
138,339,72,49.2,False,False,False,False,True
238,1595,72,49.2,False,False,False,False,True
79,2570,72,49.2,False,False,False,False,True
372,149,72,49.2,False,False,False,False,True
98,482,72,49.2,False,False,False,False,True
184,334,72,49.2,False,False,False,False,True
426,26,72,49.2,False,False,False,False,True
32,1199,115,1.0,False,False,True,False,False
308,1661,115,1.0,False,False,True,False,False
109,1817,224,21.0,False,False,False,True,False
135,29,224,21.0,False,False,False,True,False
40,1283,115,1.0,False,False,True,False,False
387,871,115,1.0,False,False,True,False,False
287,2029,115,1.0,False,False,True,False,False
65,1556,224,21.0,False,False,False,True,False
96,263,224,21.0,False,False,False,True,False
28,1292,115,1.0,False,False,True,False,False
335,491,115,1.0,False,False,True,False,False
11,482,224,21.0,False,False,False,True,False
179,652,224,21.0,False,False,False,True,False
17,1817,115,1.0,False,False,True,False,False
323,1493,115,1.0,False,False,True,False,False
345,869,224,21.0,False,False,False,True,False
0,218,240,376.0,True,False,False,False,False
74,759,185,101.25,False,False,True,False,False
141,1564,185,101.25,False,False,True,False,False
335,855,185,101.25,False,False,True,False,False
3,1695,185,101.25,False,False,True,False,False
41,557,185,101.25,False,False,True,False,False
246,969,240,376.0,True,False,False,False,False
323,436,240,376.0,True,False,False,False,False
251,2315,185,101.25,False,False,True,False,False
215,254,240,376.0,True,False,False,False,False
225,304,240,376.0,True,False,False,False,False
34,189,185,101.25,False,False,True,False,False
53,969,185,101.25,False,False,True,False,False
143,339,240,376.0,True,False,False,False,False
351,2339,185,101.25,False,False,True,False,False
186,701,12,172.5,True,False,False,False,False
66,213,44,86.0,True,False,False,False,False
66,213,12,172.5,True,False,False,False,False
186,701,44,86.0,True,False,False,False,False
256,264,12,172.5,True,False,False,False,False
283,344,12,172.5,True,False,False,False,False
244,1248,44,86.0,True,False,False,False,False
244,1248,12,172.5,True,False,False,False,False
283,344,44,86.0,True,False,False,False,False
256,264,44,86.0,True,False,False,False,False
177,407,44,86.0,True,False,False,False,False
240,455,12,172.5,True,False,False,False,False
240,455,44,86.0,True,False,False,False,False
321,624,12,172.5,True,False,False,False,False
321,624,44,86.0,True,False,False,False,False
177,407,12,172.5,True,False,False,False,False
324,901,12,172.5,True,False,False,False,False
324,901,44,86.0,True,False,False,False,False
136,2538,67,57.0,False,False,False,True,False
55,299,67,57.0,False,False,False,True,False
150,341,67,57.0,False,False,False,True,False
249,899,20,40.5,False,False,False,False,True
211,513,20,40.5,False,False,False,False,True
44,998,20,40.5,False,False,False,False,True
120,636,20,40.5,False,False,False,False,True
204,288,20,40.5,False,False,False,False,True
93,475,20,40.5,False,False,False,False,True
81,946,67,243.0,False,False,False,True,False
46,1684,67,243.0,False,False,False,True,False
59,2015,67,243.0,False,False,False,True,False
80,579,228,27.0,False,False,True,False,False
134,863,67,243.0,False,False,False,True,False
72,591,67,243.0,False,False,False,True,False
78,176,67,243.0,False,False,False,True,False
163,341,67,243.0,False,False,False,True,False
52,297,67,243.0,False,False,False,True,False
8,784,228,27.0,False,False,True,False,False
164,269,228,27.0,False,False,True,False,False
75,230,67,243.0,False,False,False,True,False
99,686,67,243.0,False,False,False,True,False
96,602,228,27.0,False,False,True,False,False
113,193,228,27.0,False,False,True,False,False
17,2133,228,27.0,False,False,True,False,False
117,97,228,27.0,False,False,True,False,False
67,1000,67,243.0,False,False,False,True,False
158,198,228,27.0,False,False,True,False,False
55,183,228,27.0,False,False,True,False,False
121,474,228,27.0,False,False,True,False,False
120,949,228,27.0,False,False,True,False,False
53,513,63,67.5,False,False,False,False,True
7,1392,63,67.5,False,False,False,False,True
13,219,63,67.5,False,False,False,False,True
33,2163,63,67.5,False,False,False,False,True
29,490,63,67.5,False,False,False,False,True
47,2500,63,67.5,False,False,False,False,True
95,320,63,67.5,False,False,False,False,True
95,295,63,67.5,False,False,False,False,True
45,679,63,67.5,False,False,False,False,True
103,882,63,67.5,False,False,False,False,True
79,987,63,67.5,False,False,False,False,True
133,2425,63,67.5,False,False,False,False,True
139,381,63,67.5,False,False,False,False,True
40,1351,63,67.5,False,False,False,False,True
65,1916,63,67.5,False,False,False,False,True
130,320,63,67.5,False,False,False,False,True
99,796,63,67.5,False,False,False,False,True
93,518,63,67.5,False,False,False,False,True
128,955,63,67.5,False,False,False,False,True
1,314,197,120.0,False,False,False,False,True
7,314,197,120.0,False,False,False,False,True
20,1004,238,97.0,False,False,True,False,False
10,115,197,120.0,False,False,False,False,True
5,229,238,97.0,False,False,True,False,False
11,408,238,97.0,False,False,True,False,False
31,319,197,120.0,False,False,False,False,True
14,637,238,97.0,False,False,True,False,False
28,112,238,97.0,False,False,True,False,False
13,545,238,97.0,False,False,True,False,False
2,359,238,97.0,False,False,True,False,False
39,413,238,97.0,False,False,True,False,False
10,2071,197,120.0,False,False,False,False,True
59,608,238,97.0,False,False,True,False,False
19,334,197,120.0,False,False,False,False,True
395,134,12,20.0,False,True,False,False,False
485,513,12,20.0,False,True,False,False,False
518,914,12,20.0,False,True,False,False,False
109,1278,12,20.0,False,True,False,False,False
352,439,12,20.0,False,True,False,False,False
660,1691,12,20.0,False,True,False,False,False
50,184,12,20.0,False,True,False,False,False
382,89,12,20.0,False,True,False,False,False
1,938,12,20.0,False,True,False,False,False
6,698,12,20.0,False,True,False,False,False
9,1567,12,20.0,False,True,False,False,False
138,2382,263,92.0,False,True,False,False,False
179,6,263,92.0,False,True,False,False,False
474,457,263,92.0,False,True,False,False,False
350,506,263,92.0,False,True,False,False,False
354,443,263,92.0,False,True,False,False,False
98,1202,263,92.0,False,True,False,False,False
38,137,263,92.0,False,True,False,False,False
252,660,264,5.666666666666667,False,False,False,False,True
291,218,264,5.666666666666667,False,False,False,False,True
318,971,202,227.5,False,False,False,True,False
318,971,238,100.0,False,False,False,True,False
62,443,264,5.666666666666667,False,False,False,False,True
545,1574,238,100.0,False,False,False,True,False
477,1116,264,5.666666666666667,False,False,False,False,True
564,866,264,5.666666666666667,False,False,False,False,True
564,572,264,5.666666666666667,False,False,False,False,True
545,1574,202,227.5,False,False,False,True,False
42,612,264,5.666666666666667,False,False,False,False,True
592,496,238,100.0,False,False,False,True,False
592,496,202,227.5,False,False,False,True,False
310,2872,264,5.666666666666667,False,False,False,False,True
96,2171,202,227.5,False,False,False,True,False
501,1453,202,227.5,False,False,False,True,False
501,1453,238,100.0,False,False,False,True,False
418,88,264,5.666666666666667,False,False,False,False,True
526,226,264,5.666666666666667,False,False,False,False,True
41,1875,202,227.5,False,False,False,True,False
96,2171,238,100.0,False,False,False,True,False
144,208,202,227.5,False,False,False,True,False
144,208,238,100.0,False,False,False,True,False
464,1317,202,227.5,False,False,False,True,False
464,1317,238,100.0,False,False,False,True,False
20,1992,264,5.666666666666667,False,False,False,False,True
41,1875,238,100.0,False,False,False,True,False
244,1078,272,54.0,True,False,False,False,False
392,720,272,54.0,True,False,False,False,False
157,396,272,54.0,True,False,False,False,False
458,140,272,54.0,True,False,False,False,False
65,831,272,54.0,True,False,False,False,False
410,1779,272,54.0,True,False,False,False,False
434,2053,270,37.6,False,False,False,False,True
114,619,270,37.6,False,False,False,False,True
290,2224,270,37.6,False,False,False,False,True
187,2373,270,37.6,False,False,False,False,True
185,309,270,37.6,False,False,False,False,True
406,1274,270,37.6,False,False,False,False,True
189,222,270,37.6,False,False,False,False,True
42,905,270,37.6,False,False,False,False,True
409,788,272,54.0,True,False,False,False,False
258,1840,270,37.6,False,False,False,False,True
53,873,107,190.0,False,False,False,False,True
48,1139,107,190.0,False,False,False,False,True
172,803,107,190.0,False,False,False,False,True
439,207,107,190.0,False,False,False,False,True
288,1218,107,190.0,False,False,False,False,True
366,196,107,190.0,False,False,False,False,True
265,309,107,190.0,False,False,False,False,True
251,200,107,190.0,False,False,False,False,True
119,871,107,190.0,False,False,False,False,True
300,1053,107,190.0,False,False,False,False,True
58,530,242,0.5,False,True,False,False,False
189,876,242,0.5,False,True,False,False,False
109,400,242,0.5,False,True,False,False,False
190,787,242,0.5,False,True,False,False,False
160,1071,242,0.5,False,True,False,False,False
69,1089,242,0.5,False,True,False,False,False
231,594,242,0.5,False,True,False,False,False
16,364,242,0.5,False,True,False,False,False
211,743,242,0.5,False,True,False,False,False
151,333,242,0.5,False,True,False,False,False
246,2114,242,0.5,False,True,False,False,False
183,154,242,0.5,False,True,False,False,False
92,165,218,48.0,False,False,True,False,False
124,1056,153,13.2,False,False,True,False,False
124,1056,218,48.0,False,False,True,False,False
204,714,153,13.2,False,False,True,False,False
204,714,218,48.0,False,False,True,False,False
86,1927,153,13.2,False,False,True,False,False
86,1927,218,48.0,False,False,True,False,False
92,165,153,13.2,False,False,True,False,False
101,71,218,48.0,False,False,True,False,False
209,2671,153,13.2,False,False,True,False,False
209,2671,218,48.0,False,False,True,False,False
192,363,153,13.2,False,False,True,False,False
192,363,218,48.0,False,False,True,False,False
174,1564,153,13.2,False,False,True,False,False
174,1564,218,48.0,False,False,True,False,False
101,71,153,13.2,False,False,True,False,False
202,641,194,52.5,False,False,True,False,False
179,251,194,52.5,False,False,True,False,False
96,617,194,52.5,False,False,True,False,False
12,233,194,52.5,False,False,True,False,False
5,373,194,52.5,False,False,True,False,False
213,206,194,52.5,False,False,True,False,False
185,91,194,52.5,False,False,True,False,False
202,1980,194,52.5,False,False,True,False,False
174,291,196,39.2,True,False,False,False,False
76,1062,196,39.2,True,False,False,False,False
147,668,196,39.2,True,False,False,False,False
173,373,196,39.2,True,False,False,False,False
81,598,196,39.2,True,False,False,False,False
147,301,255,14.0,False,False,False,False,True
127,261,196,39.2,True,False,False,False,False
0,696,255,14.0,False,False,False,False,True
91,404,255,14.0,False,False,False,False,True
50,2524,196,39.2,True,False,False,False,False
77,304,255,14.0,False,False,False,False,True
121,370,255,14.0,False,False,False,False,True
90,98,255,14.0,False,False,False,False,True
25,1141,196,39.2,True,False,False,False,False
109,46,196,39.2,True,False,False,False,False
77,588,196,39.2,True,False,False,False,False
26,731,255,14.0,False,False,False,False,True
103,684,196,39.2,True,False,False,False,False
114,1074,196,39.2,True,False,False,False,False
134,166,157,30.0,False,True,False,False,False
71,754,168,74.0,False,False,False,True,False
46,1345,168,74.0,False,False,False,True,False
102,108,157,30.0,False,True,False,False,False
66,2063,168,74.0,False,False,False,True,False
77,1547,157,30.0,False,True,False,False,False
134,509,157,30.0,False,True,False,False,False
34,568,168,74.0,False,False,False,True,False
117,2265,168,74.0,False,False,False,True,False
0,299,157,30.0,False,True,False,False,False
101,2072,157,30.0,False,True,False,False,False
42,968,168,74.0,False,False,False,True,False
126,374,168,74.0,False,False,False,True,False
91,802,168,74.0,False,False,False,True,False
133,654,157,30.0,False,True,False,False,False
26,263,168,74.0,False,False,False,True,False
89,158,157,30.0,False,True,False,False,False
11,115,168,74.0,False,False,False,True,False
49,814,157,30.0,False,True,False,False,False
15,1150,168,74.0,False,False,False,True,False
17,217,168,74.0,False,False,False,True,False
38,1146,168,74.0,False,False,False,True,False
108,292,157,30.0,False,True,False,False,False
144,395,157,30.0,False,True,False,False,False
497,1873,271,33.2,False,False,True,False,False
433,617,290,71.25,False,True,False,False,False
578,1190,271,33.2,False,False,True,False,False
350,799,290,71.25,False,True,False,False,False
440,1003,271,33.2,False,False,True,False,False
660,904,290,71.25,False,True,False,False,False
275,1541,271,33.2,False,False,True,False,False
296,232,271,33.2,False,False,True,False,False
0,381,290,71.25,False,True,False,False,False
8,1011,290,71.25,False,True,False,False,False
10,935,290,71.25,False,True,False,False,False
8,456,290,71.25,False,True,False,False,False
3,1542,271,33.2,False,False,True,False,False
8,735,290,71.25,False,True,False,False,False
0,804,290,71.25,False,True,False,False,False
0,632,271,33.2,False,False,True,False,False
4,1175,271,33.2,False,False,True,False,False
4,538,290,71.25,False,True,False,False,False
1,153,271,33.2,False,False,True,False,False
171,764,231,64.66666666666667,False,False,False,True,False
296,324,231,64.66666666666667,False,False,False,True,False
511,204,231,64.66666666666667,False,False,False,True,False
440,1398,231,64.66666666666667,False,False,False,True,False
189,906,231,64.66666666666667,False,False,False,True,False
380,167,231,64.66666666666667,False,False,False,True,False
637,326,231,64.66666666666667,False,False,False,True,False
348,1246,107,9.6,True,False,False,False,False
315,350,81,24.5,True,False,False,False,False
315,350,107,9.6,True,False,False,False,False
365,653,81,24.5,True,False,False,False,False
365,653,107,9.6,True,False,False,False,False
348,1246,81,24.5,True,False,False,False,False
154,873,81,24.5,True,False,False,False,False
154,873,107,9.6,True,False,False,False,False
