Артикул продукции,Продукция,Артикул материала,Материал,Цех_511,Цех_522,Цех_533,Цех_544,Цех_555
62,361,73,31.2,False,False,True,False,False
65,1401,73,31.2,False,False,True,False,False
57,2644,73,31.2,False,False,True,False,False
5,480,73,31.2,False,False,True,False,False
156,102,73,31.2,False,False,True,False,False
52,1140,279,158.0,False,False,True,False,False
52,1140,106,39.0,False,False,True,False,False
87,2437,279,158.0,False,False,True,False,False
87,2437,106,39.0,False,False,True,False,False
68,664,153,132.0,False,False,False,False,True
37,2014,153,132.0,False,False,False,False,True
58,911,153,132.0,False,False,False,False,True
51,433,153,132.0,False,False,False,False,True
45,2134,106,39.0,False,False,True,False,False
75,184,107,58.66666666666666,False,False,False,True,False
104,197,107,58.66666666666666,False,False,False,True,False
84,568,153,132.0,False,False,False,False,True
73,738,279,158.0,False,False,True,False,False
73,738,106,39.0,False,False,True,False,False
72,1178,107,58.66666666666666,False,False,False,True,False
45,2134,279,158.0,False,False,True,False,False
58,1386,106,39.0,False,False,True,False,False
52,1842,106,39.0,False,False,True,False,False
132,261,107,58.66666666666666,False,False,False,True,False
58,1386,279,158.0,False,False,True,False,False
33,939,106,39.0,False,False,True,False,False
23,1524,153,132.0,False,False,False,False,True
95,419,279,158.0,False,False,True,False,False
95,419,106,39.0,False,False,True,False,False
64,1873,153,132.0,False,False,False,False,True
33,939,279,158.0,False,False,True,False,False
52,1842,279,158.0,False,False,True,False,False
89,728,106,39.0,False,False,True,False,False
103,441,279,158.0,False,False,True,False,False
103,441,106,39.0,False,False,True,False,False
116,578,107,58.66666666666666,False,False,False,True,False
109,204,279,158.0,False,False,True,False,False
109,204,106,39.0,False,False,True,False,False
1,683,153,132.0,False,False,False,False,True
89,728,279,158.0,False,False,True,False,False
34,1337,198,153.33333333333334,True,False,False,False,False
36,1482,198,153.33333333333334,True,False,False,False,False
20,1480,198,153.33333333333334,True,False,False,False,False
58,323,198,153.33333333333334,True,False,False,False,False
23,324,198,153.33333333333334,True,False,False,False,False
72,1019,198,153.33333333333334,True,False,False,False,False
46,301,198,153.33333333333334,True,False,False,False,False
28,396,198,153.33333333333334,True,False,False,False,False
13,236,198,153.33333333333334,True,False,False,False,False
52,569,198,153.33333333333334,True,False,False,False,False
89,185,198,153.33333333333334,True,False,False,False,False
14,612,198,153.33333333333334,True,False,False,False,False
147,1192,110,133.33333333333334,False,True,False,False,False
381,2605,139,13.5,False,False,True,False,False
506,459,139,13.5,False,False,True,False,False
151,83,139,13.5,False,False,True,False,False
23,1786,110,133.33333333333334,False,True,False,False,False
561,1349,110,133.33333333333334,False,True,False,False,False
86,520,139,13.5,False,False,True,False,False
7,1609,139,13.5,False,False,True,False,False
577,326,139,13.5,False,False,True,False,False
26,45,110,133.33333333333334,False,True,False,False,False
584,694,139,13.5,False,False,True,False,False
259,1344,110,133.33333333333334,False,True,False,False,False
425,1533,139,13.5,False,False,True,False,False
260,547,110,133.33333333333334,False,True,False,False,False
90,1267,110,133.33333333333334,False,True,False,False,False
511,329,110,133.33333333333334,False,True,False,False,False
424,147,139,13.5,False,False,True,False,False
53,1115,110,133.33333333333334,False,True,False,False,False
78,269,110,133.33333333333334,False,True,False,False,False
552,2140,149,56.0,False,False,True,False,False
396,581,107,15.75,False,False,True,False,False
479,620,107,15.75,False,False,True,False,False
479,620,149,56.0,False,False,True,False,False
455,434,107,15.75,False,False,True,False,False
455,434,149,56.0,False,False,True,False,False
552,2140,107,15.75,False,False,True,False,False
12,1274,107,15.75,False,False,True,False,False
396,581,149,56.0,False,False,True,False,False
454,265,107,15.75,False,False,True,False,False
454,265,149,56.0,False,False,True,False,False
385,699,107,15.75,False,False,True,False,False
385,699,149,56.0,False,False,True,False,False
212,1345,107,15.75,False,False,True,False,False
212,1345,149,56.0,False,False,True,False,False
2,267,107,15.75,False,False,True,False,False
2,267,149,56.0,False,False,True,False,False
12,1274,149,56.0,False,False,True,False,False
265,514,232,21.5,False,False,False,True,False
324,201,232,21.5,False,False,False,True,False
299,1744,232,21.5,False,False,False,True,False
285,356,232,21.5,False,False,False,True,False
19,230,232,21.5,False,False,False,True,False
421,502,232,21.5,False,False,False,True,False
136,448,232,21.5,False,False,False,True,False
425,151,114,35.4,False,False,True,False,False
428,1477,168,1.0,False,True,False,False,False
94,158,168,1.0,False,True,False,False,False
270,843,114,35.4,False,False,True,False,False
358,216,168,1.0,False,True,False,False,False
328,1808,114,35.4,False,False,True,False,False
68,2296,114,35.4,False,False,True,False,False
221,1168,168,1.0,False,True,False,False,False
519,240,168,1.0,False,True,False,False,False
420,917,114,35.4,False,False,True,False,False
448,530,114,35.4,False,False,True,False,False
500,291,168,1.0,False,True,False,False,False
195,74,168,1.0,False,True,False,False,False
13,185,152,87.0,False,False,False,True,False
136,376,152,87.0,False,False,False,True,False
42,2333,152,87.0,False,False,False,True,False
5,591,152,87.0,False,False,False,True,False
333,375,152,87.0,False,False,False,True,False
278,462,152,87.0,False,False,False,True,False
124,346,152,87.0,False,False,False,True,False
85,924,152,87.0,False,False,False,True,False
481,1119,152,87.0,False,False,False,True,False
275,1624,152,87.0,False,False,False,True,False
63,1504,152,87.0,False,False,False,True,False
275,249,257,94.66666666666669,True,False,False,False,False
196,1441,39,57.0,True,False,False,False,False
196,1441,257,94.66666666666669,True,False,False,False,False
41,316,25,63.333333333333336,False,False,True,False,False
282,1168,10,166.0,False,False,False,False,True
367,234,25,63.333333333333336,False,False,True,False,False
425,1847,25,63.333333333333336,False,False,True,False,False
65,1857,257,94.66666666666669,True,False,False,False,False
65,1857,39,57.0,True,False,False,False,False
7,1112,25,63.333333333333336,False,False,True,False,False
44,877,25,63.333333333333336,False,False,True,False,False
368,359,39,57.0,True,False,False,False,False
368,359,257,94.66666666666669,True,False,False,False,False
49,1079,10,166.0,False,False,False,False,True
408,1797,39,57.0,True,False,False,False,False
408,1797,257,94.66666666666669,True,False,False,False,False
56,1900,10,166.0,False,False,False,False,True
170,308,10,166.0,False,False,False,False,True
275,249,39,57.0,True,False,False,False,False
6,299,39,57.0,True,False,False,False,False
335,556,39,57.0,True,False,False,False,False
335,556,257,94.66666666666669,True,False,False,False,False
202,1092,25,63.333333333333336,False,False,True,False,False
6,299,257,94.66666666666669,True,False,False,False,False
56,136,10,166.0,False,False,False,False,True
11,388,39,57.0,True,False,False,False,False
11,388,257,94.66666666666669,True,False,False,False,False
264,791,25,63.333333333333336,False,False,True,False,False
147,1298,39,57.0,True,False,False,False,False
216,1438,25,63.333333333333336,False,False,True,False,False
79,746,10,166.0,False,False,False,False,True
153,1546,10,166.0,False,False,False,False,True
184,2513,39,57.0,True,False,False,False,False
184,2513,257,94.66666666666669,True,False,False,False,False
177,1354,10,166.0,False,False,False,False,True
427,1949,10,166.0,False,False,False,False,True
267,253,10,166.0,False,False,False,False,True
198,919,25,63.333333333333336,False,False,True,False,False
147,1298,257,94.66666666666669,True,False,False,False,False
140,1307,48,26.4,False,True,False,False,False
198,877,48,26.4,False,True,False,False,False
326,178,48,26.4,False,True,False,False,False
273,630,48,26.4,False,True,False,False,False
173,1161,48,26.4,False,True,False,False,False
347,1135,48,26.4,False,True,False,False,False
240,1589,94,90.0,False,False,True,False,False
128,888,94,90.0,False,False,True,False,False
277,488,78,21.666666666666668,False,False,False,False,True
68,1233,78,21.666666666666668,False,False,False,False,True
286,440,94,90.0,False,False,True,False,False
15,1240,78,21.666666666666668,False,False,False,False,True
329,593,94,90.0,False,False,True,False,False
249,14,94,90.0,False,False,True,False,False
66,1065,94,90.0,False,False,True,False,False
45,1340,78,21.666666666666668,False,False,False,False,True
164,471,78,21.666666666666668,False,False,False,False,True
348,963,78,21.666666666666668,False,False,False,False,True
45,279,94,90.0,False,False,True,False,False
231,2378,131,53.6,False,True,False,False,False
212,199,131,53.6,False,True,False,False,False
153,408,131,53.6,False,True,False,False,False
240,1007,131,53.6,False,True,False,False,False
240,71,131,53.6,False,True,False,False,False
93,2264,210,39.333333333333336,False,False,True,False,False
208,2505,119,110.0,True,False,False,False,False
208,2505,296,21.0,True,False,False,False,False
89,734,119,110.0,True,False,False,False,False
137,1792,210,39.333333333333336,False,False,True,False,False
110,196,210,39.333333333333336,False,False,True,False,False
107,769,210,39.333333333333336,False,False,True,False,False
252,222,296,21.0,True,False,False,False,False
144,416,119,110.0,True,False,False,False,False
144,416,296,21.0,True,False,False,False,False
240,396,210,39.333333333333336,False,False,True,False,False
118,416,210,39.333333333333336,False,False,True,False,False
132,1751,210,39.333333333333336,False,False,True,False,False
252,222,119,110.0,True,False,False,False,False
209,109,210,39.333333333333336,False,False,True,False,False
89,734,296,21.0,True,False,False,False,False
201,338,296,21.0,True,False,False,False,False
141,352,296,21.0,True,False,False,False,False
214,1511,119,110.0,True,False,False,False,False
214,1511,296,21.0,True,False,False,False,False
220,1182,119,110.0,True,False,False,False,False
220,1182,296,21.0,True,False,False,False,False
30,1068,119,110.0,True,False,False,False,False
32,282,210,39.333333333333336,False,False,True,False,False
30,1068,296,21.0,True,False,False,False,False
166,271,296,21.0,True,False,False,False,False
141,352,119,110.0,True,False,False,False,False
267,1269,210,39.333333333333336,False,False,True,False,False
204,815,119,110.0,True,False,False,False,False
204,815,296,21.0,True,False,False,False,False
44,272,210,39.333333333333336,False,False,True,False,False
201,338,119,110.0,True,False,False,False,False
166,271,119,110.0,True,False,False,False,False
106,309,80,4.0,False,True,False,False,False
6,485,80,4.0,False,True,False,False,False
177,801,80,4.0,False,True,False,False,False
32,188,80,4.0,False,True,False,False,False
233,288,80,4.0,False,True,False,False,False
74,2511,80,4.0,False,True,False,False,False
37,349,62,182.0,False,False,True,False,False
37,349,204,84.0,False,False,True,False,False
173,1309,62,182.0,False,False,True,False,False
173,1309,204,84.0,False,False,True,False,False
16,1279,184,54.0,False,False,False,False,True
69,606,244,65.0,False,False,False,True,False
79,541,184,54.0,False,False,False,False,True
172,352,244,65.0,False,False,False,True,False
49,1653,62,182.0,False,False,True,False,False
49,1653,204,84.0,False,False,True,False,False
104,684,184,54.0,False,False,False,False,True
54,1043,184,54.0,False,False,False,False,True
6,1335,62,182.0,False,False,True,False,False
6,1335,204,84.0,False,False,True,False,False
0,648,184,54.0,False,False,False,False,True
119,1791,184,54.0,False,False,False,False,True
74,1122,184,54.0,False,False,False,False,True
102,2527,184,54.0,False,False,False,False,True
14,400,204,84.0,False,False,True,False,False
146,339,62,182.0,False,False,True,False,False
138,198,204,84.0,False,False,True,False,False
146,339,204,84.0,False,False,True,False,False
50,1009,184,54.0,False,False,False,False,True
23,649,244,65.0,False,False,False,True,False
14,400,62,182.0,False,False,True,False,False
117,181,62,182.0,False,False,True,False,False
117,181,204,84.0,False,False,True,False,False
39,1784,184,54.0,False,False,False,False,True
75,707,184,54.0,False,False,False,False,True
67,797,244,65.0,False,False,False,True,False
41,1689,244,65.0,False,False,False,True,False
36,1103,62,182.0,False,False,True,False,False
36,1103,204,84.0,False,False,True,False,False
66,312,184,54.0,False,False,False,False,True
95,1412,184,54.0,False,False,False,False,True
162,2157,62,182.0,False,False,True,False,False
162,2157,204,84.0,False,False,True,False,False
138,198,62,182.0,False,False,True,False,False
36,366,184,54.0,False,False,False,False,True
45,901,76,19.666666666666668,False,False,False,False,True
71,541,76,19.666666666666668,False,False,False,False,True
123,1466,230,47.0,True,False,False,False,False
123,1466,0,66.0,True,False,False,False,False
24,301,230,47.0,True,False,False,False,False
108,2406,76,19.666666666666668,False,False,False,False,True
17,840,76,19.666666666666668,False,False,False,False,True
109,2043,76,19.666666666666668,False,False,False,False,True
24,301,0,66.0,True,False,False,False,False
82,814,76,19.666666666666668,False,False,False,False,True
35,437,76,19.666666666666668,False,False,False,False,True
62,795,76,19.666666666666668,False,False,False,False,True
91,686,76,19.666666666666668,False,False,False,False,True
51,553,76,19.666666666666668,False,False,False,False,True
38,329,76,19.666666666666668,False,False,False,False,True
42,1333,76,19.666666666666668,False,False,False,False,True
123,213,76,19.666666666666668,False,False,False,False,True
123,755,76,19.666666666666668,False,False,False,False,True
75,479,76,19.666666666666668,False,False,False,False,True
68,1059,0,66.0,True,False,False,False,False
124,229,230,47.0,True,False,False,False,False
124,229,0,66.0,True,False,False,False,False
83,259,76,19.666666666666668,False,False,False,False,True
68,1059,230,47.0,True,False,False,False,False
78,1632,284,44.0,False,True,False,False,False
62,514,284,44.0,False,True,False,False,False
15,2523,284,44.0,False,True,False,False,False
2,584,284,44.0,False,True,False,False,False
2,229,284,44.0,False,True,False,False,False
65,471,284,44.0,False,True,False,False,False
22,615,284,44.0,False,True,False,False,False
83,635,284,44.0,False,True,False,False,False
13,1637,284,44.0,False,True,False,False,False
56,577,284,44.0,False,True,False,False,False
72,511,284,44.0,False,True,False,False,False
7,515,284,44.0,False,True,False,False,False
6,605,284,44.0,False,True,False,False,False
1,1354,284,44.0,False,True,False,False,False
54,628,284,44.0,False,True,False,False,False
22,1746,261,10.5,False,False,False,True,False
1,895,261,10.5,False,False,False,True,False
43,492,261,10.5,False,False,False,True,False
16,711,261,10.5,False,False,False,True,False
2,920,261,10.5,False,False,False,True,False
1,1386,107,30.33333333333333,False,False,False,False,True
173,516,107,30.33333333333333,False,False,False,False,True
202,1337,107,30.33333333333333,False,False,False,False,True
226,707,107,30.33333333333333,False,False,False,False,True
164,432,107,30.33333333333333,False,False,False,False,True
203,1101,107,30.33333333333333,False,False,False,False,True
555,235,107,30.33333333333333,False,False,False,False,True
503,2004,155,258.0,True,False,False,False,False
527,357,155,258.0,True,False,False,False,False
629,554,155,258.0,True,False,False,False,False
225,1330,155,258.0,True,False,False,False,False
501,1753,155,258.0,True,False,False,False,False
223,1480,155,258.0,True,False,False,False,False
249,2512,155,258.0,True,False,False,False,False
279,100,155,258.0,True,False,False,False,False
174,1012,155,258.0,True,False,False,False,False
238,361,16,19.75,False,False,False,True,False
151,31,16,19.75,False,False,False,True,False
97,852,16,19.75,False,False,False,True,False
7,899,16,19.75,False,False,False,True,False
61,413,105,84.0,False,False,True,False,False
571,319,105,84.0,False,False,True,False,False
371,281,105,84.0,False,False,True,False,False
191,1510,105,84.0,False,False,True,False,False
407,757,16,19.75,False,False,False,True,False
474,334,105,84.0,False,False,True,False,False
585,1211,16,19.75,False,False,False,True,False
452,1235,105,84.0,False,False,True,False,False
52,219,105,84.0,False,False,True,False,False
409,495,16,19.75,False,False,False,True,False
22,2228,105,84.0,False,False,True,False,False
467,260,105,84.0,False,False,True,False,False
240,874,16,19.75,False,False,False,True,False
245,2310,123,120.0,True,False,False,False,False
240,162,123,120.0,True,False,False,False,False
92,1977,123,120.0,True,False,False,False,False
76,485,123,120.0,True,False,False,False,False
492,378,123,120.0,True,False,False,False,False
345,385,92,5.0,True,False,False,False,False
14,117,92,5.0,True,False,False,False,False
14,117,288,64.0,True,False,False,False,False
181,1201,287,111.0,False,True,False,False,False
128,951,287,111.0,False,True,False,False,False
239,638,287,111.0,False,True,False,False,False
312,246,287,111.0,False,True,False,False,False
215,1320,92,5.0,True,False,False,False,False
215,1320,288,64.0,True,False,False,False,False
395,268,92,5.0,True,False,False,False,False
384,923,287,111.0,False,True,False,False,False
345,385,288,64.0,True,False,False,False,False
395,268,288,64.0,True,False,False,False,False
408,2807,92,5.0,True,False,False,False,False
170,1659,287,111.0,False,True,False,False,False
103,36,287,111.0,False,True,False,False,False
340,494,92,5.0,True,False,False,False,False
37,1027,287,111.0,False,True,False,False,False
319,599,287,111.0,False,True,False,False,False
340,494,288,64.0,True,False,False,False,False
185,1557,287,111.0,False,True,False,False,False
156,56,288,64.0,True,False,False,False,False
156,56,92,5.0,True,False,False,False,False
411,809,287,111.0,False,True,False,False,False
408,2807,288,64.0,True,False,False,False,False
469,489,287,111.0,False,True,False,False,False
103,1390,49,44.4,False,False,False,False,True
100,378,29,136.0,False,True,False,False,False
100,378,174,61.0,False,True,False,False,False
100,378,214,112.0,False,True,False,False,False
166,548,29,136.0,False,True,False,False,False
166,548,174,61.0,False,True,False,False,False
166,548,214,112.0,False,True,False,False,False
410,501,49,44.4,False,False,False,False,True
271,185,29,136.0,False,True,False,False,False
408,163,29,136.0,False,True,False,False,False
271,185,214,112.0,False,True,False,False,False
153,1342,29,136.0,False,True,False,False,False
153,1342,174,61.0,False,True,False,False,False
153,1342,214,112.0,False,True,False,False,False
408,163,174,61.0,False,True,False,False,False
408,163,214,112.0,False,True,False,False,False
106,847,49,44.4,False,False,False,False,True
282,676,49,44.4,False,False,False,False,True
271,185,174,61.0,False,True,False,False,False
90,862,214,112.0,False,True,False,False,False
449,1682,29,136.0,False,True,False,False,False
90,862,29,136.0,False,True,False,False,False
90,862,174,61.0,False,True,False,False,False
22,1183,214,112.0,False,True,False,False,False
378,745,29,136.0,False,True,False,False,False
378,745,174,61.0,False,True,False,False,False
378,745,214,112.0,False,True,False,False,False
449,1078,29,136.0,False,True,False,False,False
449,1078,174,61.0,False,True,False,False,False
449,1078,214,112.0,False,True,False,False,False
409,1286,49,44.4,False,False,False,False,True
22,1183,174,61.0,False,True,False,False,False
449,1682,174,61.0,False,True,False,False,False
449,1682,214,112.0,False,True,False,False,False
143,254,29,136.0,False,True,False,False,False
143,254,174,61.0,False,True,False,False,False
143,254,214,112.0,False,True,False,False,False
364,209,49,44.4,False,False,False,False,True
218,113,49,44.4,False,False,False,False,True
19,613,49,44.4,False,False,False,False,True
22,1183,29,136.0,False,True,False,False,False
26,341,75,29.25,False,False,False,True,False
3,211,75,29.25,False,False,False,True,False
186,556,75,29.25,False,False,False,True,False
214,347,75,29.25,False,False,False,True,False
231,592,75,29.25,False,False,False,True,False
323,899,75,29.25,False,False,False,True,False
150,2141,75,29.25,False,False,False,True,False
128,1726,224,312.0,False,False,False,True,False
57,665,155,50.4,False,False,True,False,False
49,226,155,50.4,False,False,True,False,False
279,1093,224,312.0,False,False,False,True,False
104,280,155,50.4,False,False,True,False,False
135,418,224,312.0,False,False,False,True,False
54,168,155,50.4,False,False,True,False,False
47,819,224,312.0,False,False,False,True,False
51,1347,224,312.0,False,False,False,True,False
71,933,224,312.0,False,False,False,True,False
158,1524,155,50.4,False,False,True,False,False
52,512,224,312.0,False,False,False,True,False
114,1223,155,50.4,False,False,True,False,False
20,263,155,50.4,False,False,True,False,False
196,770,155,50.4,False,False,True,False,False
99,1445,155,50.4,False,False,True,False,False
244,449,155,50.4,False,False,True,False,False
246,268,155,50.4,False,False,True,False,False
227,254,224,312.0,False,False,False,True,False
176,168,224,312.0,False,False,False,True,False
36,368,155,50.4,False,False,True,False,False
190,1823,155,50.4,False,False,True,False,False
141,1342,279,15.333333333333334,True,False,False,False,False
138,2285,279,15.333333333333334,True,False,False,False,False
60,2001,279,15.333333333333334,True,False,False,False,False
43,1627,279,15.333333333333334,True,False,False,False,False
253,146,279,15.333333333333334,True,False,False,False,False
196,865,279,15.333333333333334,True,False,False,False,False
61,341,279,15.333333333333334,True,False,False,False,False
17,453,279,15.333333333333334,True,False,False,False,False
109,663,279,15.333333333333334,True,False,False,False,False
163,273,98,92.0,False,False,False,True,False
40,201,98,92.0,False,False,False,True,False
141,1473,98,92.0,False,False,False,True,False
138,454,98,92.0,False,False,False,True,False
24,425,98,92.0,False,False,False,True,False
35,341,98,92.0,False,False,False,True,False
152,481,98,92.0,False,False,False,True,False
123,894,98,92.0,False,False,False,True,False
153,37,98,92.0,False,False,False,True,False
146,1873,98,92.0,False,False,False,True,False
71,1213,266,8.8,False,True,False,False,False
33,550,266,8.8,False,True,False,False,False
53,992,266,8.8,False,True,False,False,False
38,1286,266,8.8,False,True,False,False,False
66,746,266,8.8,False,True,False,False,False
100,937,266,8.8,False,True,False,False,False
35,657,266,8.8,False,True,False,False,False
99,102,266,8.8,False,True,False,False,False
69,317,266,8.8,False,True,False,False,False
46,211,277,20.0,False,False,False,False,True
30,527,277,20.0,False,False,False,False,True
21,1067,41,117.6,False,False,False,True,False
25,133,41,117.6,False,False,False,True,False
15,2225,277,20.0,False,False,False,False,True
44,785,277,20.0,False,False,False,False,True
54,1040,277,20.0,False,False,False,False,True
34,44,277,20.0,False,False,False,False,True
47,1497,41,117.6,False,False,False,True,False
49,1282,277,20.0,False,False,False,False,True
32,246,277,20.0,False,False,False,False,True
33,354,41,117.6,False,False,False,True,False
28,485,277,20.0,False,False,False,False,True
44,435,41,117.6,False,False,False,True,False
17,609,277,20.0,False,False,False,False,True
2,1069,41,117.6,False,False,False,True,False
36,1563,277,20.0,False,False,False,False,True
10,589,41,117.6,False,False,False,True,False
7,882,41,117.6,False,False,False,True,False
48,206,41,117.6,False,False,False,True,False
62,518,277,20.0,False,False,False,False,True
1,351,41,117.6,False,False,False,True,False
29,222,41,117.6,False,False,False,True,False
75,142,277,20.0,False,False,False,False,True
38,1368,277,20.0,False,False,False,False,True
40,673,189,62.0,False,False,False,False,True
345,2262,189,62.0,False,False,False,False,True
635,252,189,62.0,False,False,False,False,True
554,1054,189,62.0,False,False,False,False,True
138,2734,189,62.0,False,False,False,False,True
498,354,189,62.0,False,False,False,False,True
117,942,189,62.0,False,False,False,False,True
293,530,204,45.0,False,False,True,False,False
207,2228,204,45.0,False,False,True,False,False
20,999,204,45.0,False,False,True,False,False
522,540,204,45.0,False,False,True,False,False
190,1974,204,45.0,False,False,True,False,False
570,1201,79,14.0,False,False,False,False,True
315,71,79,14.0,False,False,False,False,True
244,799,204,45.0,False,False,True,False,False
204,1689,79,14.0,False,False,False,False,True
461,1598,204,45.0,False,False,True,False,False
272,553,79,14.0,False,False,False,False,True
0,739,79,14.0,False,False,False,False,True
560,2247,79,14.0,False,False,False,False,True
151,76,79,14.0,False,False,False,False,True
227,300,204,45.0,False,False,True,False,False
308,741,204,45.0,False,False,True,False,False
410,834,79,14.0,False,False,False,False,True
499,880,204,45.0,False,False,True,False,False
56,247,222,27.0,False,False,True,False,False
315,337,222,27.0,False,False,True,False,False
162,984,222,27.0,False,False,True,False,False
503,280,222,27.0,False,False,True,False,False
477,1538,222,27.0,False,False,True,False,False
150,403,222,27.0,False,False,True,False,False
536,779,222,27.0,False,False,True,False,False
269,151,97,120.0,False,False,False,True,False
253,1303,97,120.0,False,False,False,True,False
41,1154,97,120.0,False,False,False,True,False
7,118,97,120.0,False,False,False,True,False
166,241,97,120.0,False,False,False,True,False
447,161,97,120.0,False,False,False,True,False
159,617,97,120.0,False,False,False,True,False
349,657,97,120.0,False,False,False,True,False
461,600,97,120.0,False,False,False,True,False
366,2222,192,22.8,False,True,False,False,False
390,136,192,22.8,False,True,False,False,False
319,255,192,22.8,False,True,False,False,False
330,97,192,22.8,False,True,False,False,False
86,443,192,22.8,False,True,False,False,False
322,87,192,22.8,False,True,False,False,False
333,584,192,22.8,False,True,False,False,False
217,248,288,174.0,True,False,False,False,False
241,268,288,174.0,True,False,False,False,False
89,1715,288,174.0,True,False,False,False,False
333,449,288,174.0,True,False,False,False,False
230,526,288,174.0,True,False,False,False,False
225,340,288,174.0,True,False,False,False,False
411,514,288,174.0,True,False,False,False,False
133,83,288,174.0,True,False,False,False,False
240,1656,288,174.0,True,False,False,False,False
77,1815,288,174.0,True,False,False,False,False
378,1771,288,174.0,True,False,False,False,False
124,1449,118,40.0,False,True,False,False,False
46,1528,213,107.5,False,False,False,False,True
46,1528,1,60.0,False,False,False,False,True
194,242,118,40.0,False,True,False,False,False
82,186,118,40.0,False,True,False,False,False
204,616,213,107.5,False,False,False,False,True
204,616,1,60.0,False,False,False,False,True
121,274,118,40.0,False,True,False,False,False
294,1215,213,107.5,False,False,False,False,True
164,1803,213,107.5,False,False,False,False,True
294,1215,1,60.0,False,False,False,False,True
253,221,213,107.5,False,False,False,False,True
164,1803,1,60.0,False,False,False,False,True
181,629,118,40.0,False,True,False,False,False
207,83,118,40.0,False,True,False,False,False
217,1180,1,60.0,False,False,False,False,True
30,1819,118,40.0,False,True,False,False,False
116,2746,118,40.0,False,True,False,False,False
145,1380,1,60.0,False,False,False,False,True
145,1380,213,107.5,False,False,False,False,True
253,221,1,60.0,False,False,False,False,True
217,1180,213,107.5,False,False,False,False,True
78,154,33,385.0,True,False,False,False,False
246,370,108,116.66666666666669,False,True,False,False,False
107,353,56,15.0,False,False,False,False,True
45,318,56,15.0,False,False,False,False,True
78,154,106,40.5,True,False,False,False,False
235,1589,56,15.0,False,False,False,False,True
191,518,56,15.0,False,False,False,False,True
270,321,106,40.5,True,False,False,False,False
270,321,33,385.0,True,False,False,False,False
216,1095,56,15.0,False,False,False,False,True
79,540,108,116.66666666666669,False,True,False,False,False
203,1414,108,116.66666666666669,False,True,False,False,False
54,394,108,116.66666666666669,False,True,False,False,False
230,2641,56,15.0,False,False,False,False,True
304,778,108,116.66666666666669,False,True,False,False,False
305,266,56,15.0,False,False,False,False,True
168,534,106,40.5,True,False,False,False,False
168,534,33,385.0,True,False,False,False,False
137,968,56,15.0,False,False,False,False,True
268,1949,106,40.5,True,False,False,False,False
290,514,106,40.5,True,False,False,False,False
290,514,33,385.0,True,False,False,False,False
19,216,56,15.0,False,False,False,False,True
258,1477,56,15.0,False,False,False,False,True
268,1949,33,385.0,True,False,False,False,False
220,803,33,385.0,True,False,False,False,False
49,1823,56,15.0,False,False,False,False,True
301,1123,108,116.66666666666669,False,True,False,False,False
255,2286,106,40.5,True,False,False,False,False
160,238,108,116.66666666666669,False,True,False,False,False
255,2286,33,385.0,True,False,False,False,False
296,291,56,15.0,False,False,False,False,True
220,803,106,40.5,True,False,False,False,False
201,899,111,396.0,False,False,False,False,True
201,899,217,64.5,False,False,False,False,True
59,1229,111,396.0,False,False,False,False,True
55,1983,217,64.5,False,False,False,False,True
55,1983,111,396.0,False,False,False,False,True
257,2028,111,396.0,False,False,False,False,True
257,2028,217,64.5,False,False,False,False,True
59,1229,217,64.5,False,False,False,False,True
51,1625,24,180.0,False,False,False,False,True
50,482,24,180.0,False,False,False,False,True
193,34,24,180.0,False,False,False,False,True
40,189,24,180.0,False,False,False,False,True
142,153,24,180.0,False,False,False,False,True
16,258,24,180.0,False,False,False,False,True
49,673,24,180.0,False,False,False,False,True
11,332,262,24.8,False,False,True,False,False
15,2097,256,45.0,False,False,False,True,False
3,232,256,45.0,False,False,False,True,False
29,875,262,24.8,False,False,True,False,False
80,382,256,45.0,False,False,False,True,False
139,158,256,45.0,False,False,False,True,False
93,1538,262,24.8,False,False,True,False,False
51,832,262,24.8,False,False,True,False,False
33,527,262,24.8,False,False,True,False,False
131,2459,256,45.0,False,False,False,True,False
109,179,262,24.8,False,False,True,False,False
10,1608,256,45.0,False,False,False,True,False
39,743,256,45.0,False,False,False,True,False
53,2058,262,24.8,False,False,True,False,False
123,542,256,45.0,False,False,False,True,False
40,1951,256,45.0,False,False,False,True,False
46,1878,46,110.66666666666669,False,False,False,True,False
44,2494,46,110.66666666666669,False,False,False,True,False
39,1089,46,110.66666666666669,False,False,False,True,False
121,1558,46,110.66666666666669,False,False,False,True,False
9,440,46,110.66666666666669,False,False,False,True,False
40,336,46,110.66666666666669,False,False,False,True,False
124,451,46,110.66666666666669,False,False,False,True,False
68,1640,46,110.66666666666669,False,False,False,True,False
35,411,46,110.66666666666669,False,False,False,True,False
9,211,279,392.0,False,False,False,False,True
43,281,175,57.0,False,False,True,False,False
36,1243,251,108.75,False,False,False,False,True
36,1243,279,392.0,False,False,False,False,True
77,784,79,77.0,False,True,False,False,False
38,317,175,57.0,False,False,True,False,False
9,211,251,108.75,False,False,False,False,True
30,400,251,108.75,False,False,False,False,True
30,400,279,392.0,False,False,False,False,True
63,591,79,77.0,False,True,False,False,False
3,322,79,77.0,False,True,False,False,False
55,984,175,57.0,False,False,True,False,False
40,764,175,57.0,False,False,True,False,False
84,213,175,57.0,False,False,True,False,False
74,285,279,392.0,False,False,False,False,True
68,1083,251,108.75,False,False,False,False,True
68,1083,279,392.0,False,False,False,False,True
