Дата,Цех,Наименование материала,Объём,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,total_prod,target
2023-01,533,Масло 110,43.8,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,3.8022081394209395
2023-01,533,Масло 114,36.0,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,3.6109179126442243
2023-01,533,Масло 120,79.0,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,4.382026634673881
2023-01,533,Масло 13,24.0,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,3.2188758248682006
2023-01,533,Масло 195,24.8,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,3.250374491927572
2023-01,533,Масло 198,19.0,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,2.995732273553991
2023-01,533,Масло 2,288.0,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,5.666426688112432
2023-01,533,Масло 25,6.0,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,1.9459101490553132
2023-01,533,Масло 256,17.0,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,2.8903717578961645
2023-01,533,Масло 264,189.0,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,5.247024072160486
2023-01,533,Масло 265,26.25,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,3.305053521109253
2023-01,533,Масло 285,5.333333333333333,1391.1687169328977,-1709.5070508020467,5834.171933236512,3824.311080958255,575.5015578460948,-3282.692929993447,2123.0676002665296,1442.5505113210038,-1452.9176783560326,2235.6014071917916,1801.9316622834447,2202.634270071017,-112.54636586161752,2342.4246226863634,-3083.332854327095,308.68142608887797,-3370.874905508283,-1770.8978545620596,3736.4014924287567,2012.6399325648013,-447.3435712224718,-510.53082701047487,-445.4140368133204,1202.4530604386528,26.390887032837608,4715.246899217099,-114.6504161937179,1410.765153815431,5173.369762255125,842.1866957213819,262244,1.8458266904983307
2023-01,544,Масло 192,320.0,-2532.590684228421,2611.1350011754776,-2480.9546063782827,1040.8672894367876,1291.6838768455348,2097.7334179187033,4734.94709946068,-2730.070470791859,965.9777045748581,493.26239992508204,-1514.4159629109097,1624.1121669125544,-1746.7133912920583,1742.0340631263994,576.7201351289766,82.90865034446026,-62.601796748704366,2571.3839901319134,-1338.7244957281407,-247.03169405654145,3003.8621661305615,90.52713437349382,-1577.0789980837358,1854.3811834539968,3101.249317868743,1077.9800137448008,2748.180450685538,203.32518390767225,2862.046682593947,536.7520247200501,264632,5.771441123130016
2023-01,544,Масло 208,4.0,-2532.590684228421,2611.1350011754776,-2480.9546063782827,1040.8672894367876,1291.6838768455348,2097.7334179187033,4734.94709946068,-2730.070470791859,965.9777045748581,493.26239992508204,-1514.4159629109097,1624.1121669125544,-1746.7133912920583,1742.0340631263994,576.7201351289766,82.90865034446026,-62.601796748704366,2571.3839901319134,-1338.7244957281407,-247.03169405654145,3003.8621661305615,90.52713437349382,-1577.0789980837358,1854.3811834539968,3101.249317868743,1077.9800137448008,2748.180450685538,203.32518390767225,2862.046682593947,536.7520247200501,264632,1.6094379124341003
2023-01,544,Масло 217,13.2,-2532.590684228421,2611.1350011754776,-2480.9546063782827,1040.8672894367876,1291.6838768455348,2097.7334179187033,4734.94709946068,-2730.070470791859,965.9777045748581,493.26239992508204,-1514.4159629109097,1624.1121669125544,-1746.7133912920583,1742.0340631263994,576.7201351289766,82.90865034446026,-62.601796748704366,2571.3839901319134,-1338.7244957281407,-247.03169405654145,3003.8621661305615,90.52713437349382,-1577.0789980837358,1854.3811834539968,3101.249317868743,1077.9800137448008,2748.180450685538,203.32518390767225,2862.046682593947,536.7520247200501,264632,2.653241964607215
2023-01,544,Масло 239,97.0,-2532.590684228421,2611.1350011754776,-2480.9546063782827,1040.8672894367876,1291.6838768455348,2097.7334179187033,4734.94709946068,-2730.070470791859,965.9777045748581,493.26239992508204,-1514.4159629109097,1624.1121669125544,-1746.7133912920583,1742.0340631263994,576.7201351289766,82.90865034446026,-62.601796748704366,2571.3839901319134,-1338.7244957281407,-247.03169405654145,3003.8621661305615,90.52713437349382,-1577.0789980837358,1854.3811834539968,3101.249317868743,1077.9800137448008,2748.180450685538,203.32518390767225,2862.046682593947,536.7520247200501,264632,4.584967478670572
2023-01,544,Масло 272,78.4,-2532.590684228421,2611.1350011754776,-2480.9546063782827,1040.8672894367876,1291.6838768455348,2097.7334179187033,4734.94709946068,-2730.070470791859,965.9777045748581,493.26239992508204,-1514.4159629109097,1624.1121669125544,-1746.7133912920583,1742.0340631263994,576.7201351289766,82.90865034446026,-62.601796748704366,2571.3839901319134,-1338.7244957281407,-247.03169405654145,3003.8621661305615,90.52713437349382,-1577.0789980837358,1854.3811834539968,3101.249317868743,1077.9800137448008,2748.180450685538,203.32518390767225,2862.046682593947,536.7520247200501,264632,4.37449836825309
2023-01,544,Масло 33,17.333333333333332,-2532.590684228421,2611.1350011754776,-2480.9546063782827,1040.8672894367876,1291.6838768455348,2097.7334179187033,4734.94709946068,-2730.070470791859,965.9777045748581,493.26239992508204,-1514.4159629109097,1624.1121669125544,-1746.7133912920583,1742.0340631263994,576.7201351289766,82.90865034446026,-62.601796748704366,2571.3839901319134,-1338.7244957281407,-247.03169405654145,3003.8621661305615,90.52713437349382,-1577.0789980837358,1854.3811834539968,3101.249317868743,1077.9800137448008,2748.180450685538,203.32518390767225,2862.046682593947,536.7520247200501,264632,2.908720896564361
2023-01,544,Масло 48,23.0,-2532.590684228421,2611.1350011754776,-2480.9546063782827,1040.8672894367876,1291.6838768455348,2097.7334179187033,4734.94709946068,-2730.070470791859,965.9777045748581,493.26239992508204,-1514.4159629109097,1624.1121669125544,-1746.7133912920583,1742.0340631263994,576.7201351289766,82.90865034446026,-62.601796748704366,2571.3839901319134,-1338.7244957281407,-247.03169405654145,3003.8621661305615,90.52713437349382,-1577.0789980837358,1854.3811834539968,3101.249317868743,1077.9800137448008,2748.180450685538,203.32518390767225,2862.046682593947,536.7520247200501,264632,3.1780538303479458
2023-01,555,Масло 18,7.8,4912.750271970176,183.29191797229586,-3137.2546371690787,-3144.8665866645656,-2479.952361925899,3792.6618254801206,-786.0581234294197,-3022.5428030040416,166.49053242885708,217.11418075455668,-1239.2375534340176,-788.4070856575081,-1590.4488044442446,4397.928491144472,-280.34461220077463,-274.279360249473,-2206.8232796052366,5331.546459734624,1276.09477745539,858.0163478500166,-1599.6072332600206,2099.1189066213337,2053.848481271808,-1483.572831501608,-29.20866226033877,-244.33395489792483,-645.4014590452397,2209.3621307337344,959.307375993153,-2173.860280420643,252545,2.174751721484161
2023-01,555,Масло 202,56.0,4912.750271970176,183.29191797229586,-3137.2546371690787,-3144.8665866645656,-2479.952361925899,3792.6618254801206,-786.0581234294197,-3022.5428030040416,166.49053242885708,217.11418075455668,-1239.2375534340176,-788.4070856575081,-1590.4488044442446,4397.928491144472,-280.34461220077463,-274.279360249473,-2206.8232796052366,5331.546459734624,1276.09477745539,858.0163478500166,-1599.6072332600206,2099.1189066213337,2053.848481271808,-1483.572831501608,-29.20866226033877,-244.33395489792483,-645.4014590452397,2209.3621307337344,959.307375993153,-2173.860280420643,252545,4.04305126783455
2023-01,555,Масло 283,120.0,4912.750271970176,183.29191797229586,-3137.2546371690787,-3144.8665866645656,-2479.952361925899,3792.6618254801206,-786.0581234294197,-3022.5428030040416,166.49053242885708,217.11418075455668,-1239.2375534340176,-788.4070856575081,-1590.4488044442446,4397.928491144472,-280.34461220077463,-274.279360249473,-2206.8232796052366,5331.546459734624,1276.09477745539,858.0163478500166,-1599.6072332600206,2099.1189066213337,2053.848481271808,-1483.572831501608,-29.20866226033877,-244.33395489792483,-645.4014590452397,2209.3621307337344,959.307375993153,-2173.860280420643,252545,4.795790545596741
2023-01,555,Масло 60,38.4,4912.750271970176,183.29191797229586,-3137.2546371690787,-3144.8665866645656,-2479.952361925899,3792.6618254801206,-786.0581234294197,-3022.5428030040416,166.49053242885708,217.11418075455668,-1239.2375534340176,-788.4070856575081,-1590.4488044442446,4397.928491144472,-280.34461220077463,-274.279360249473,-2206.8232796052366,5331.546459734624,1276.09477745539,858.0163478500166,-1599.6072332600206,2099.1189066213337,2053.848481271808,-1483.572831501608,-29.20866226033877,-244.33395489792483,-645.4014590452397,2209.3621307337344,959.307375993153,-2173.860280420643,252545,3.673765816303888
2023-01,555,Масло 61,12.666666666666666,4912.750271970176,183.29191797229586,-3137.2546371690787,-3144.8665866645656,-2479.952361925899,3792.6618254801206,-786.0581234294197,-3022.5428030040416,166.49053242885708,217.11418075455668,-1239.2375534340176,-788.4070856575081,-1590.4488044442446,4397.928491144472,-280.34461220077463,-274.279360249473,-2206.8232796052366,5331.546459734624,1276.09477745539,858.0163478500166,-1599.6072332600206,2099.1189066213337,2053.848481271808,-1483.572831501608,-29.20866226033877,-244.33395489792483,-645.4014590452397,2209.3621307337344,959.307375993153,-2173.860280420643,252545,2.614959778036198
2023-01,555,Масло 86,97.5,4912.750271970176,183.29191797229586,-3137.2546371690787,-3144.8665866645656,-2479.952361925899,3792.6618254801206,-786.0581234294197,-3022.5428030040416,166.49053242885708,217.11418075455668,-1239.2375534340176,-788.4070856575081,-1590.4488044442446,4397.928491144472,-280.34461220077463,-274.279360249473,-2206.8232796052366,5331.546459734624,1276.09477745539,858.0163478500166,-1599.6072332600206,2099.1189066213337,2053.848481271808,-1483.572831501608,-29.20866226033877,-244.33395489792483,-645.4014590452397,2209.3621307337344,959.307375993153,-2173.860280420643,252545,4.590056548178043
2023-02,511,Масло 106,26.0,3819.502704537831,-1316.1755046829321,2743.2778479725234,-4752.550152562626,386.80988174332555,581.9219433496271,1783.145504488878,1992.4741064467712,-2370.472163155561,-1032.0692090173911,218.8177596675274,-2457.5844087390005,-1122.6937866395476,-2229.061192651736,2443.9434207675563,1049.784995643749,-491.2949411794659,-1204.896348243465,-695.3564110495633,-668.0571677098847,-220.1655683414321,1057.746445788225,-1560.4864435631189,3582.0761981671617,-3195.327278628447,667.1192642992531,-3594.0155352170054,1251.386155767314,-2665.382668151672,-1728.6451406552255,234045,3.295836866004329
2023-02,511,Масло 143,285.0,3819.502704537831,-1316.1755046829321,2743.2778479725234,-4752.550152562626,386.80988174332555,581.9219433496271,1783.145504488878,1992.4741064467712,-2370.472163155561,-1032.0692090173911,218.8177596675274,-2457.5844087390005,-1122.6937866395476,-2229.061192651736,2443.9434207675563,1049.784995643749,-491.2949411794659,-1204.896348243465,-695.3564110495633,-668.0571677098847,-220.1655683414321,1057.746445788225,-1560.4864435631189,3582.0761981671617,-3195.327278628447,667.1192642992531,-3594.0155352170054,1251.386155767314,-2665.382668151672,-1728.6451406552255,234045,5.655991810819852
2023-02,511,Масло 163,51.0,3819.502704537831,-1316.1755046829321,2743.2778479725234,-4752.550152562626,386.80988174332555,581.9219433496271,1783.145504488878,1992.4741064467712,-2370.472163155561,-1032.0692090173911,218.8177596675274,-2457.5844087390005,-1122.6937866395476,-2229.061192651736,2443.9434207675563,1049.784995643749,-491.2949411794659,-1204.896348243465,-695.3564110495633,-668.0571677098847,-220.1655683414321,1057.746445788225,-1560.4864435631189,3582.0761981671617,-3195.327278628447,667.1192642992531,-3594.0155352170054,1251.386155767314,-2665.382668151672,-1728.6451406552255,234045,3.9512437185814275
2023-02,511,Масло 201,50.0,3819.502704537831,-1316.1755046829321,2743.2778479725234,-4752.550152562626,386.80988174332555,581.9219433496271,1783.145504488878,1992.4741064467712,-2370.472163155561,-1032.0692090173911,218.8177596675274,-2457.5844087390005,-1122.6937866395476,-2229.061192651736,2443.9434207675563,1049.784995643749,-491.2949411794659,-1204.896348243465,-695.3564110495633,-668.0571677098847,-220.1655683414321,1057.746445788225,-1560.4864435631189,3582.0761981671617,-3195.327278628447,667.1192642992531,-3594.0155352170054,1251.386155767314,-2665.382668151672,-1728.6451406552255,234045,3.9318256327243257
